episode,reward,loss,epsilon,crops,covered,val_recall,val_crops,val_score
74,12.55,0.8762,0.9511,8,19,,,
75,10.5,1.0768,0.9507,5,12,,,
76,-1.15,0.9944,0.9499,10,5,,,
77,-0.4,0.9042,0.9493,5,2,,,
78,-0.1,1.0031,0.9486,6,2,,,
79,4.4,0.7448,0.9477,8,8,,,
80,-1.75,0.9661,0.9467,12,2,,,
81,-2.25,0.9027,0.946,7,0,,,
82,-8.45,0.9074,0.9454,8,10,,,
83,1.05,0.8191,0.9453,2,3,,,
84,-4.4,0.8951,0.9447,8,4,,,
85,1.85,0.9729,0.9441,8,5,,,
86,8.2,0.8785,0.9432,13,19,,,
87,36.2,0.7774,0.9425,9,41,,,
88,-0.1,0.9414,0.9415,11,11,,,
89,-1.65,0.8828,0.9408,8,0,,,
90,-0.3,1.0074,0.9405,2,0,,,
91,-4.2,1.016,0.9395,11,0,,,
92,-0.45,0.9487,0.9393,3,0,,,
93,-1.2,0.8605,0.9388,6,0,,,
94,29.2,1.0362,0.9378,12,40,,,
95,8.1,1.1117,0.9374,6,12,,,
96,23.6,0.975,0.9364,11,32,,,
97,33.9,0.9314,0.9357,9,42,,,
98,-1.8,0.642,0.9351,8,0,,,
99,-0.9,0.7687,0.9346,5,0,,,
100,3.65,0.8962,0.9341,5,11,,,
101,6.35,0.9514,0.9332,9,14,,,
102,4.95,0.8528,0.9327,7,9,,,
103,-1.35,0.9256,0.9322,6,0,,,
104,1.85,0.9631,0.9313,11,11,,,
105,-0.9,0.9578,0.9305,9,3,,,
106,-0.75,0.8778,0.9302,3,0,,,
107,-6.65,0.8997,0.9292,14,1,,,
108,-0.6,0.928,0.9289,4,0,,,
109,7.1,0.9163,0.9279,13,14,,,
110,27.95,0.9168,0.9274,6,32,,,
111,-0.75,0.7519,0.9271,5,0,,,
112,2.75,0.8799,0.9261,9,8,,,
113,20.75,0.9486,0.9252,13,35,,,
114,-1.65,0.8882,0.9243,13,3,,,
115,7.55,0.9437,0.9234,10,11,,,
116,10.55,0.8045,0.9227,7,20,,,
117,-1.05,0.9138,0.9221,7,0,,,
118,-3.25,1.0596,0.9215,9,2,,,
119,-0.45,0.8653,0.9211,2,0,,,
120,11.05,1.0586,0.9206,5,19,,,
121,8.75,0.7588,0.9199,10,14,,,
122,9.2,0.9582,0.9189,14,14,,,
123,7.0,0.9673,0.9182,10,19,,,
124,1.6,0.8113,0.9178,6,4,,,
125,0.65,0.7732,0.9173,5,2,,,
126,0.15,0.9275,0.9167,8,3,,,
127,-3.9,1.0701,0.9157,12,12,,,
128,11.15,0.9544,0.9153,7,23,,,
129,11.6,0.9836,0.9144,7,14,,,
130,57.55,0.9115,0.9135,13,76,,,
131,15.45,0.9646,0.9125,13,21,,,
132,15.35,0.938,0.9115,12,20,,,
133,34.75,1.0281,0.9105,14,49,,,
134,16.95,0.8362,0.9095,9,30,,,
135,0.65,0.7695,0.9092,4,2,,,
136,11.4,0.8918,0.9082,15,24,,,
137,-2.25,0.8248,0.9072,12,3,,,
138,-0.9,1.0864,0.9068,4,0,,,
139,4.9,0.8005,0.9061,6,7,,,
140,1.6,0.7536,0.9053,8,4,,,
141,8.8,0.9393,0.9044,12,16,,,
142,36.65,0.8771,0.9039,8,44,,,
143,14.2,0.9423,0.9032,8,19,,,
144,51.6,0.9227,0.9025,8,75,,,
145,-0.75,0.8946,0.902,5,0,,,
146,0.0,0.5803,0.9019,0,0,,,
147,0.55,1.1468,0.9009,13,4,,,
148,0.85,0.9282,0.9002,7,4,,,
149,-3.3,0.9738,0.8992,13,0,,,
150,-2.25,0.9646,0.8985,7,0,,,
151,3.15,0.9586,0.8976,9,9,,,
152,0.4,1.0467,0.897,4,1,,,
153,-5.55,1.0752,0.896,13,9,,,
154,-0.1,0.952,0.8954,7,5,,,
155,2.8,0.9412,0.8947,8,7,,,
156,22.5,1.1571,0.8938,12,33,,,
157,-1.7,0.9392,0.893,10,1,,,
158,6.9,0.6522,0.8927,4,9,,,
159,29.65,0.8937,0.892,9,40,,,
160,1.85,0.9911,0.891,10,5,,,
161,-6.7,0.8845,0.89,12,2,,,
162,33.55,0.9642,0.889,11,49,,,
163,4.65,1.0877,0.888,13,12,,,
164,12.15,0.8309,0.8871,12,18,,,
165,16.55,0.9004,0.8862,11,20,,,
166,10.2,0.8801,0.8857,6,15,,,
167,-1.05,0.9631,0.8851,7,0,,,
168,-4.4,1.0061,0.8841,13,7,,,
169,42.8,1.0523,0.8833,10,53,,,
170,10.6,1.0819,0.8825,9,16,,,
171,-1.6,0.8585,0.8818,9,2,,,
172,6.85,0.9066,0.8808,12,13,,,
173,5.95,0.9754,0.88,10,22,,,
174,-3.15,0.9747,0.879,13,0,,,
175,-2.15,0.8813,0.878,14,1,,,
176,-0.5,0.8328,0.8774,7,1,,,
177,2.9,0.8025,0.8767,6,5,,,
178,0.05,0.9225,0.8762,4,2,,,
179,7.55,0.8367,0.8758,7,11,,,
180,-0.9,0.9858,0.8751,6,3,,,
181,2.9,0.8274,0.8744,9,8,,,
182,-3.4,0.8272,0.8737,9,5,,,
183,30.1,0.8721,0.873,8,37,,,
184,-0.45,0.7435,0.8728,2,0,,,
185,-1.95,0.8337,0.8718,12,0,,,
186,2.3,0.9343,0.8707,11,8,,,
187,16.25,0.8645,0.8698,12,23,,,
188,-0.75,0.5549,0.8696,3,0,,,
189,18.8,1.0691,0.869,8,23,,,
190,17.65,0.845,0.868,13,43,,,
191,16.9,0.9622,0.8674,8,22,,,
192,-0.75,1.0827,0.8671,3,0,,,
193,1.65,1.2526,0.8669,2,3,,,
194,-0.75,0.8702,0.8666,5,0,,,
195,5.45,1.0913,0.8659,9,14,,,
196,-2.5,0.8436,0.8654,8,5,,,
197,-1.35,0.9044,0.8647,4,0,,,
198,-2.55,0.8791,0.8641,6,0,,,
199,1.65,0.8813,0.8633,10,6,,,
200,0.4,0.7664,0.8629,3,1,,,
201,1.7,0.8495,0.8622,9,14,,,
202,36.0,1.0724,0.8614,10,48,,,
203,2.35,0.8687,0.8607,10,7,,,
204,-1.1,0.9802,0.8602,6,1,,,
205,-0.1,0.9572,0.8595,6,8,,,
206,3.45,0.6695,0.8593,2,6,,,
207,10.8,0.9917,0.8586,8,18,,,
208,1.1,0.8576,0.8578,12,8,,,
209,0.9,1.0061,0.8573,4,3,,,
210,6.2,0.9459,0.8568,7,11,,,
211,14.1,1.0508,0.8563,6,18,,,
212,-2.9,1.0914,0.8553,14,1,,,
213,-3.55,0.8091,0.8543,11,5,,,
214,-1.15,0.975,0.8538,7,2,,,
215,51.4,0.7937,0.853,9,58,,,
216,0.8,1.1344,0.8528,2,2,,,
217,10.9,0.8953,0.8524,3,13,,,
218,0.5,0.8773,0.8521,3,2,,,
219,12.05,0.9668,0.8511,11,17,,,
220,5.4,1.1303,0.8509,2,6,,,
221,10.3,0.7021,0.8504,6,13,,,
222,6.1,0.9302,0.8496,7,19,,,
223,2.2,1.0215,0.849,7,10,,,
224,-1.35,0.9441,0.8481,9,0,,,
225,-2.25,0.6961,0.8474,11,6,,,
226,23.2,1.0968,0.8464,16,46,,,
227,1.25,0.9724,0.8453,15,11,,,
228,-1.2,1.1545,0.8449,4,0,,,
229,28.5,1.0692,0.8441,9,39,,,
230,3.6,1.097,0.8434,9,6,,,
231,10.1,0.9173,0.8428,4,14,,,
232,3.7,1.0424,0.8421,9,7,,,
233,-1.05,1.0846,0.8413,9,3,,,
234,-0.3,0.7987,0.8408,2,0,,,
235,19.9,0.9627,0.8401,6,25,,,
236,-1.45,0.9322,0.8391,11,2,,,
237,11.0,0.9929,0.8386,5,14,,,
238,-0.9,0.7086,0.8381,6,0,,,
239,-0.5,0.969,0.8376,8,1,,,
240,-12.35,0.9141,0.8366,14,10,,,
241,-1.2,1.0298,0.8362,3,0,,,
242,11.4,0.7797,0.8355,9,18,,,
243,37.35,0.8223,0.8345,8,45,,,
244,13.2,0.9516,0.8338,10,18,,,
245,-1.55,1.0212,0.8328,9,1,,,
246,-0.9,0.9425,0.8322,8,6,,,
247,89.7,0.7627,0.8314,10,99,,,
248,8.05,1.0061,0.8305,12,16,,,
249,50.55,0.8493,0.8298,7,69,,,
250,-0.3,0.9101,0.8295,1,0,,,
251,4.75,0.9759,0.8287,9,10,,,
252,3.1,0.9381,0.8277,11,10,,,
253,-1.4,0.8866,0.8267,15,7,,,
254,1.8,0.7014,0.8259,9,6,,,
255,-2.1,0.9698,0.8254,6,0,,,
256,3.65,1.0143,0.8251,2,5,,,
257,1.3,0.8458,0.8241,13,4,,,
258,19.0,0.8814,0.823,15,37,,,
259,21.5,0.904,0.8221,11,35,,,
260,-4.05,1.0155,0.8211,11,3,,,
261,15.3,0.8479,0.8203,10,24,,,
262,6.8,0.838,0.8197,8,11,,,
263,2.2,0.7959,0.8189,8,4,,,
264,-4.4,0.8275,0.8185,6,1,,,
265,-3.0,1.0241,0.818,5,0,,,
266,5.8,0.9031,0.8173,8,10,,,
267,-0.3,0.8898,0.8172,1,0,,,
268,3.35,1.1071,0.8166,6,5,,,
269,5.5,1.0157,0.8157,12,16,,,
270,0.55,1.0032,0.8149,10,7,,,
271,24.8,1.1221,0.8143,6,44,,,
272,4.45,0.7348,0.8138,4,7,,,
273,8.6,0.8435,0.8133,5,11,,,
274,7.05,0.8894,0.8124,10,12,,,
275,0.05,1.0519,0.8114,9,2,,,
276,23.85,0.8545,0.8104,13,33,,,
277,57.55,0.9283,0.8096,14,67,,,
278,13.9,0.8497,0.8085,13,22,,,
279,-4.05,0.9233,0.8075,11,3,,,
280,8.4,0.8479,0.807,8,12,,,
281,-1.55,0.787,0.8062,11,4,,,
282,23.3,0.8202,0.8052,10,38,,,
283,6.1,1.04,0.8042,12,10,,,
284,-1.5,0.8461,0.8037,7,0,,,
285,0.05,1.0812,0.8032,6,2,,,
286,1.4,0.9332,0.8024,7,5,,,
287,10.75,0.9915,0.8019,6,16,,,
288,-0.15,0.0,0.8018,1,0,,,
289,-3.35,1.0853,0.8012,8,1,,,
290,-4.3,0.9445,0.8004,10,2,,,
291,4.15,1.0278,0.8001,4,7,,,
292,0.9,0.9484,0.7991,11,3,,,
293,7.2,0.9578,0.7984,8,9,,,
294,16.2,1.0998,0.7978,7,21,,,
295,-1.2,0.9335,0.7975,5,0,,,
296,6.6,1.136,0.7966,12,12,,,
297,-0.3,0.4684,0.7964,2,0,,,
298,14.85,0.9256,0.7957,10,18,,,
299,-0.6,1.1725,0.7954,4,0,,,
300,3.9,0.98,0.7947,6,6,,,
301,-0.85,0.8529,0.7938,9,2,,,
302,16.25,0.8942,0.7932,10,20,,,
303,-0.5,0.9441,0.7921,12,4,,,
304,-1.15,1.0832,0.7914,8,2,,,
305,52.05,0.7824,0.7908,8,60,,,
306,2.15,0.8019,0.7898,11,11,,,
307,9.1,0.8793,0.789,10,16,,,
308,1.25,0.8599,0.7887,3,2,,,
309,28.8,1.1514,0.7877,9,39,,,
310,16.9,0.9354,0.7868,13,28,,,
311,10.3,1.0614,0.7864,5,16,,,
312,-2.85,0.9081,0.7857,11,12,,,
313,-1.8,0.9035,0.7849,8,0,,,
314,-2.25,0.9105,0.7839,13,0,,,
315,21.0,0.9128,0.7834,7,27,,,
316,-0.45,1.1889,0.7831,3,0,,,
317,7.95,0.5805,0.7827,7,12,,,
318,30.1,0.9728,0.7817,14,40,,,
319,4.95,0.8884,0.7811,5,9,,,
320,-0.45,0.8043,0.7808,3,0,,,
321,-2.35,0.9547,0.7799,12,8,,,
322,-2.4,1.026,0.7788,9,0,,,
323,-2.1,0.8774,0.7778,13,0,,,
324,8.0,0.8269,0.7769,14,20,,,
325,21.9,0.9026,0.7759,14,30,,,
326,2.15,0.8923,0.7749,13,5,,,
327,20.4,0.9887,0.7739,14,30,,,
328,-5.4,1.0772,0.7733,8,3,,,
329,-1.95,1.0367,0.7728,6,3,,,
330,5.2,0.945,0.7724,4,7,,,
331,4.75,1.0988,0.7721,4,7,,,
332,-0.15,1.0064,0.7716,1,0,,,
333,37.55,1.0368,0.771,10,44,,,
334,-2.7,1.0281,0.77,11,6,,,
335,3.55,1.0709,0.7694,8,10,,,
336,-1.65,0.9697,0.7685,10,3,,,
337,-0.85,0.8657,0.7675,8,2,,,
338,4.55,0.6199,0.7674,1,5,,,
339,-0.9,0.8059,0.7669,6,0,,,
340,-1.4,0.9276,0.7661,9,1,,,
341,-2.75,0.9458,0.7651,11,4,,,
342,-0.8,0.831,0.7644,7,7,,,
343,3.4,0.8843,0.764,6,13,,,
344,13.85,0.9701,0.7629,12,20,,,
345,19.55,1.0039,0.7622,9,26,,,
346,-4.3,0.9577,0.7614,8,2,,,
347,-0.75,0.9105,0.761,4,0,,,
348,14.95,0.8328,0.7606,6,19,,,
349,-1.35,0.9902,0.7599,8,0,,,
350,15.8,0.8362,0.7589,9,20,,,
351,-3.05,1.0702,0.7581,10,1,,,
352,0.6,0.935,0.7571,14,3,,,
353,2.55,0.7416,0.7562,14,9,,,
354,15.8,1.0487,0.7552,13,35,,,
355,1.25,0.8594,0.7543,9,8,,,
356,16.0,0.8926,0.7533,15,25,,,
357,2.8,0.9447,0.7524,9,13,,,
358,-1.5,0.9536,0.7518,8,0,,,
359,-1.5,1.0684,0.7515,3,0,,,
360,0.75,0.819,0.751,8,6,,,
361,-1.95,0.6414,0.7502,9,0,,,
362,3.4,1.0363,0.7496,6,7,,,
363,11.4,0.8775,0.7489,9,18,,,
364,-2.3,0.8955,0.7479,12,7,,,
365,28.7,0.9232,0.7469,12,38,,,
366,-1.9,0.9793,0.7459,13,5,,,
367,27.7,0.889,0.7449,12,40,,,
368,20.75,0.8998,0.7443,7,23,,,
369,1.1,0.897,0.7439,6,5,,,
370,5.05,0.8465,0.7431,7,7,,,
371,26.55,0.9104,0.7424,9,42,,,
372,14.35,0.8984,0.7417,8,19,,,
373,-1.1,0.9406,0.7413,5,1,,,
374,37.4,0.928,0.7403,14,50,,,
375,0.65,0.9156,0.7394,7,2,,,
376,24.05,0.8655,0.7389,7,32,,,
377,-0.75,0.9393,0.7384,6,3,,,
378,-1.65,0.8848,0.7376,6,0,,,
379,20.2,0.876,0.7366,13,31,,,
380,5.25,0.7415,0.7358,7,9,,,
381,4.15,0.897,0.7348,10,7,,,
382,-2.1,0.8668,0.7342,7,3,,,
383,1.2,1.0057,0.7332,15,9,,,
384,14.1,0.8587,0.7324,7,18,,,
385,-1.95,0.9788,0.7317,10,0,,,
386,-0.3,0.8968,0.731,8,3,,,
387,-0.85,0.8601,0.73,12,5,,,
388,85.9,0.913,0.729,9,97,,,
389,5.85,1.0005,0.7282,9,15,,,
390,12.75,1.1406,0.7276,8,18,,,
391,-2.65,0.9848,0.7266,14,2,,,
392,9.1,1.0666,0.726,8,16,,,
393,0.7,0.7447,0.7254,6,4,,,
394,4.9,0.9549,0.7244,10,7,,,
395,3.3,0.7333,0.7241,5,6,,,
396,54.2,1.0184,0.7231,10,62,,,
397,1.1,0.8003,0.7225,8,8,,,
398,-1.8,0.9642,0.7218,9,9,,,
399,2.05,0.9322,0.721,10,4,,,
400,9.0,0.8166,0.7202,8,12,,,
401,13.2,1.0399,0.7196,8,18,,,
402,-7.95,0.9965,0.7187,14,12,,,
403,-1.4,0.9006,0.7181,8,4,,,
404,-0.75,0.9421,0.7173,9,3,,,
405,59.5,0.9668,0.7165,11,82,,,
406,1.4,0.9977,0.7154,9,5,,,
407,0.3,1.0617,0.715,5,6,,,
408,7.3,0.8818,0.7144,8,13,,,
409,2.85,0.8412,0.7135,12,9,,,
410,19.55,1.127,0.7131,6,29,,,
411,5.9,0.9937,0.7121,12,14,,,
412,2.6,1.2271,0.7118,5,5,,,
413,-1.8,0.9744,0.7113,7,0,,,
414,18.25,0.8979,0.7103,13,37,,,
415,5.35,0.7823,0.7097,7,7,,,
416,4.25,0.9714,0.7093,4,8,,,
417,9.0,0.9922,0.7083,11,12,,,
418,-2.1,0.8939,0.7073,13,0,,,
419,16.7,1.0098,0.7065,9,23,,,
420,-3.35,0.8901,0.7058,8,1,,,
421,2.8,0.7999,0.705,8,10,,,
422,-0.05,0.8854,0.7042,8,13,,,
423,-0.75,0.701,0.704,3,0,,,
424,8.25,0.9088,0.7031,13,12,,,
425,7.1,0.8238,0.7028,4,8,,,
426,6.9,0.9063,0.7021,8,9,,,
427,4.95,0.9105,0.7013,10,21,,,
428,9.95,1.0018,0.7003,13,17,,,
429,3.05,1.0333,0.6999,3,5,,,
430,6.8,1.0176,0.6989,13,29,,,
431,-1.25,0.8675,0.6982,9,1,,,
432,16.25,0.9855,0.6975,6,23,,,
433,11.35,1.079,0.6967,8,16,,,
434,15.95,1.0855,0.6964,5,23,,,
435,10.75,0.8238,0.6957,9,16,,,
436,-1.05,0.9921,0.6953,4,0,,,
437,-1.35,0.847,0.6949,7,3,,,
438,5.2,0.9658,0.694,6,10,,,
439,2.5,0.7172,0.6936,5,4,,,
440,2.55,0.8281,0.6933,3,3,,,
441,0.95,0.8705,0.6926,9,8,,,
442,6.1,0.913,0.6921,6,7,,,
443,-0.05,1.3369,0.6917,5,1,,,
444,-1.15,0.9336,0.6907,12,5,,,
445,16.75,0.7971,0.6903,6,22,,,
446,13.55,0.9898,0.6897,10,23,,,
447,1.9,1.0235,0.6887,11,4,,,
448,7.15,1.1044,0.6876,11,13,,,
449,-0.35,0.9479,0.6873,2,1,,,
450,6.1,0.9205,0.6863,9,10,,,
451,-0.5,1.1485,0.6858,3,1,,,
452,1.25,0.8568,0.6848,11,5,,,
453,4.85,0.7319,0.684,8,8,,,
454,-2.4,0.9984,0.683,13,0,,,
455,41.55,1.0241,0.6825,7,48,,,
456,11.8,0.7168,0.6821,5,16,,,
457,-1.05,0.9312,0.6811,13,3,,,
458,3.05,0.9273,0.6802,12,5,,,
459,2.25,0.7898,0.6795,8,30,,,
460,20.65,1.0254,0.6785,10,37,,,
461,10.75,0.9958,0.678,8,16,,,
462,5.3,0.7395,0.6772,11,11,,,
463,7.9,0.8104,0.6766,8,10,,,
464,8.4,0.7645,0.6756,14,21,,,
465,2.45,0.88,0.6747,5,8,,,
466,20.8,0.9631,0.6742,6,25,,,
467,20.55,0.8758,0.6732,13,36,,,
468,26.65,0.9457,0.6726,7,31,,,
469,-0.9,0.8535,0.6722,5,0,,,
470,-0.45,0.7433,0.6719,3,0,,,
471,16.2,0.9091,0.6712,6,24,,,
472,14.7,0.8668,0.6705,6,21,,,
473,-1.8,0.9199,0.6697,10,0,,,
474,1.6,0.8846,0.6691,7,4,,,
475,20.15,0.7912,0.6686,7,29,,,
476,-2.45,1.063,0.6676,15,1,,,
477,14.55,0.86,0.6668,9,21,,,
478,-1.2,0.7179,0.6665,3,0,,,
479,2.5,1.1494,0.6663,2,4,,,
480,51.05,0.8143,0.6656,9,68,,,
481,14.4,0.7936,0.6649,8,21,,,
482,2.8,0.9772,0.6639,10,13,,,
483,-0.95,0.9995,0.6629,9,1,,,
484,16.55,1.0019,0.6622,10,23,,,
485,-0.75,0.7543,0.6612,11,3,,,
486,-1.3,0.6784,0.6607,8,2,,,
487,7.9,1.0393,0.6602,5,13,,,
488,33.3,0.9947,0.6595,8,42,,,
489,0.25,0.9947,0.6585,10,7,,,
490,16.5,0.9013,0.6575,11,24,,,
491,7.05,0.8767,0.6565,12,9,,,
492,12.9,0.9408,0.6556,11,21,,,
493,29.6,0.8328,0.655,6,38,,,
494,17.25,0.7928,0.6545,8,21,,,
495,17.55,1.0293,0.654,7,21,,,
496,-0.65,0.76,0.653,9,1,,,
497,1.6,1.0889,0.6524,8,4,,,
498,17.15,0.8802,0.6516,8,32,,,
499,5.0,0.9353,0.6512,5,11,,,
500,-2.85,0.8713,0.6502,11,0,0.4349,10.422,-0.3161
501,21.4,0.9113,0.6492,15,52,,,
502,-2.95,0.8844,0.6484,12,2,,,
503,3.2,0.887,0.6479,6,5,,,
504,-0.45,0.8895,0.6477,2,0,,,
505,-0.5,0.7802,0.6473,6,1,,,
506,-1.4,0.9215,0.6463,12,1,,,
507,-0.3,0.5699,0.6462,1,0,,,
508,-1.05,0.7176,0.6455,7,0,,,
509,6.45,0.9355,0.6451,5,9,,,
510,3.6,0.7943,0.6441,9,15,,,
511,0.35,0.9018,0.6434,7,2,,,
512,-0.1,0.9789,0.6424,10,2,,,
513,24.65,0.938,0.6419,7,29,,,
514,20.3,0.8638,0.6408,14,29,,,
515,16.8,0.9025,0.6402,8,21,,,
516,5.65,0.9846,0.6395,6,7,,,
517,-0.75,0.7969,0.6389,5,0,,,
518,-3.05,0.7868,0.6381,11,7,,,
519,13.1,0.9605,0.637,12,20,,,
520,0.95,1.0293,0.6365,4,2,,,
521,23.1,0.9313,0.6355,15,27,,,
522,23.4,1.1251,0.635,4,27,,,
523,-0.05,0.9879,0.6345,7,1,,,
524,1.5,0.9137,0.6338,8,6,,,
525,2.35,0.9866,0.6332,8,4,,,
526,0.3,0.9245,0.6322,12,6,,,
527,18.45,0.7315,0.6315,7,24,,,
528,3.55,1.2301,0.6313,2,4,,,
529,-1.65,1.0091,0.6303,8,0,,,
530,2.4,0.6659,0.6293,16,12,,,
531,17.35,0.9342,0.6285,7,34,,,
532,0.25,0.781,0.6275,14,16,,,
533,-1.2,0.8614,0.6271,5,0,,,
534,1.95,1.0129,0.6263,8,6,,,
535,-0.3,0.8639,0.626,2,0,,,
536,32.35,0.8782,0.6252,12,49,,,
537,0.9,0.8357,0.6244,8,3,,,
538,30.5,0.8199,0.6234,13,62,,,
539,5.15,0.8347,0.6229,8,8,,,
540,4.65,0.9704,0.6219,10,9,,,
541,13.2,0.8677,0.6209,11,24,,,
542,0.95,0.817,0.6201,10,5,,,
543,2.75,0.9625,0.6196,7,8,,,
544,32.65,0.9223,0.6185,12,46,,,
545,20.95,0.8431,0.6175,13,40,,,
546,-5.65,0.7647,0.6171,6,2,,,
547,-3.45,0.7827,0.6161,11,0,,,
548,0.35,1.0585,0.6158,4,2,,,
549,23.7,0.6948,0.615,9,36,,,
550,6.1,0.9744,0.6148,2,7,,,
551,-5.1,1.0049,0.6138,11,3,,,
552,-2.0,1.0084,0.6128,12,1,,,
553,-0.15,0.8085,0.6118,11,3,,,
554,3.85,1.1235,0.6111,10,7,,,
555,-7.0,0.9108,0.6103,10,2,,,
556,2.95,1.0621,0.6101,2,4,,,
557,11.2,0.692,0.6096,6,16,,,
558,22.6,0.9329,0.6087,12,43,,,
559,0.7,1.0973,0.6085,2,1,,,
560,-0.3,0.9101,0.6085,1,0,,,
561,14.2,0.7899,0.6081,6,19,,,
562,-5.35,0.9317,0.6074,10,8,,,
563,-2.55,0.813,0.6064,12,0,,,
564,-1.35,0.89,0.6054,8,0,,,
565,-2.85,0.9393,0.6045,11,3,,,
566,4.35,0.9707,0.6036,12,9,,,
567,-3.3,0.6342,0.6026,11,0,,,
568,-0.15,1.0009,0.6025,1,0,,,
569,0.45,0.8325,0.6017,8,3,,,
570,15.65,0.8314,0.6012,4,17,,,
571,9.8,0.8384,0.6006,7,14,,,
572,3.2,0.8995,0.5995,12,8,,,
573,-1.8,0.8411,0.599,7,0,,,
574,3.85,0.7685,0.598,14,34,,,
575,8.5,0.8547,0.5975,7,13,,,
576,43.8,0.9448,0.5964,13,66,,,
577,-0.7,0.9994,0.5956,9,2,,,
578,0.9,0.9026,0.5945,13,3,,,
579,9.3,0.9376,0.594,6,12,,,
580,-2.3,0.8399,0.593,11,1,,,
581,3.05,0.9878,0.5925,6,5,,,
582,16.75,0.9785,0.5919,5,19,,,
583,-2.75,1.0403,0.5913,9,7,,,
584,-1.6,0.9103,0.5905,9,5,,,
585,-1.5,0.7111,0.5895,10,0,,,
586,1.65,0.8122,0.5888,7,3,,,
587,6.3,0.8869,0.5881,10,12,,,
588,31.1,0.9142,0.5873,8,38,,,
589,-0.75,0.9714,0.587,5,0,,,
590,22.0,0.9312,0.5862,11,34,,,
591,-1.2,0.7935,0.5856,8,0,,,
592,0.05,0.9646,0.5851,6,2,,,
593,1.3,0.8524,0.5845,9,4,,,
594,16.75,0.967,0.5837,9,28,,,
595,4.8,1.032,0.5832,5,6,,,
596,2.55,0.8306,0.5826,6,6,,,
597,0.75,0.8468,0.5821,6,3,,,
598,25.6,0.8752,0.5814,7,37,,,
599,11.5,0.7729,0.5808,6,16,,,
600,4.05,0.7827,0.5801,8,6,,,
601,-1.85,0.8362,0.5791,11,1,,,
602,1.3,0.8308,0.5783,9,4,,,
