episode,reward,loss,epsilon,crops,covered,val_recall,val_crops,val_score
56,14.71,0.9044,0.9623,11,16,,,
57,-0.25,0.9919,0.9613,13,1,,,
58,1.36,0.7239,0.961,4,2,,,
59,10.33,0.8192,0.9602,9,11,,,
60,28.56,0.8098,0.9592,12,30,,,
61,38.23,0.8694,0.9582,11,40,,,
62,-0.54,0.8258,0.9574,10,0,,,
63,8.33,1.2345,0.9573,3,9,,,
64,-0.33,0.7604,0.9569,5,0,,,
65,0.48,0.9503,0.9562,6,1,,,
66,16.33,1.0128,0.9557,5,17,,,
67,-0.25,0.821,0.9554,5,0,,,
68,26.88,0.921,0.9543,12,30,,,
69,3.19,0.8907,0.9535,11,4,,,
70,6.33,0.6148,0.9529,5,7,,,
71,20.31,0.8694,0.9524,7,21,,,
72,1.62,0.8683,0.9521,4,2,,,
73,-0.19,0.7062,0.9517,3,0,,,
74,17.9,0.8498,0.9511,8,19,,,
75,11.65,0.825,0.9507,5,12,,,
76,3.88,0.6934,0.9499,10,5,,,
77,1.4,0.8956,0.9493,6,2,,,
78,1.49,0.8655,0.9486,7,2,,,
79,7.23,0.8154,0.9477,9,8,,,
80,1.14,0.985,0.9467,12,2,,,
81,-0.55,1.0573,0.946,7,0,,,
82,7.3,0.6636,0.9454,8,10,,,
83,2.68,1.002,0.9453,2,3,,,
84,2.64,1.0004,0.9447,8,4,,,
85,4.41,0.7057,0.9441,7,5,,,
86,18.17,0.8198,0.9432,13,20,,,
87,40.09,0.7611,0.9425,9,41,,,
88,11.18,0.8448,0.9415,12,13,,,
89,-0.46,0.8163,0.9408,8,0,,,
90,-0.1,0.8805,0.9405,2,0,,,
91,-0.89,0.8164,0.9395,11,0,,,
92,-0.15,0.7209,0.9393,3,0,,,
93,-0.34,0.692,0.9388,6,0,,,
94,38.2,0.7132,0.9378,12,40,,,
95,11.3,0.9059,0.9374,6,12,,,
96,30.55,0.8473,0.9364,11,32,,,
97,40.65,0.9806,0.9357,9,42,,,
98,-0.48,0.7448,0.9351,8,0,,,
99,-0.27,1.0598,0.9346,5,0,,,
100,13.66,0.8738,0.9341,6,15,,,
101,12.71,1.017,0.9332,9,14,,,
102,8.25,0.8331,0.9327,7,9,,,
103,-0.31,0.9674,0.9322,5,0,,,
104,9.45,0.9201,0.9313,11,11,,,
105,2.21,1.0096,0.9305,9,3,,,
106,-0.19,1.0215,0.9302,3,0,,,
107,-0.44,0.9166,0.9292,14,1,,,
108,-0.2,0.9398,0.9289,4,0,,,
109,12.52,0.9748,0.9279,14,14,,,
110,31.28,1.1432,0.9274,6,32,,,
111,-0.25,1.0038,0.9271,5,0,,,
112,7.03,0.8775,0.9261,9,8,,,
113,32.65,0.8337,0.9252,13,35,,,
114,1.94,1.1265,0.9243,14,3,,,
115,10.24,0.7309,0.9234,10,11,,,
116,18.53,0.9198,0.9227,7,20,,,
117,-0.35,0.8125,0.9221,7,0,,,
118,1.03,0.9041,0.9215,9,2,,,
119,-0.12,1.0016,0.9211,2,0,,,
120,17.79,0.9637,0.9206,5,19,,,
121,13.0,0.876,0.9199,10,14,,,
122,12.94,0.9437,0.9189,14,14,,,
123,17.1,0.94,0.9182,10,19,,,
124,0.57,0.8256,0.9178,5,1,,,
125,1.62,0.9368,0.9173,6,2,,,
126,2.38,0.9017,0.9167,8,3,,,
127,10.3,0.8629,0.9157,12,13,,,
128,21.21,1.0145,0.9153,7,23,,,
129,13.47,0.9061,0.9144,7,14,,,
130,73.15,0.9711,0.9135,13,76,,,
131,19.87,1.0372,0.9125,13,21,,,
132,42.66,1.0186,0.9115,12,44,,,
133,46.68,0.958,0.9105,14,49,,,
134,28.06,1.0531,0.9095,8,30,,,
135,1.68,1.0468,0.9092,4,2,,,
136,21.87,0.8818,0.9082,15,24,,,
137,1.94,0.8968,0.9072,12,3,,,
138,-0.24,0.7074,0.9068,4,0,,,
139,6.54,1.0204,0.9061,6,7,,,
140,3.39,1.0578,0.9053,9,4,,,
141,15.59,1.0602,0.9044,13,17,,,
142,42.78,1.1032,0.9039,8,44,,,
143,17.9,1.0307,0.9032,8,19,,,
144,71.64,0.9129,0.9025,8,75,,,
145,-0.25,1.01,0.902,5,0,,,
146,0.0,1.315,0.9019,0,0,,,
147,3.15,1.0599,0.9009,13,4,,,
148,3.26,0.7114,0.9002,8,4,,,
149,-0.83,1.1175,0.8992,13,0,,,
150,-0.51,0.9095,0.8985,7,0,,,
151,7.95,0.9554,0.8976,9,9,,,
152,0.75,0.9293,0.897,5,1,,,
153,6.67,1.0918,0.896,13,9,,,
154,4.11,0.889,0.8954,7,5,,,
155,6.18,1.305,0.8947,8,7,,,
156,31.24,0.8833,0.8938,12,33,,,
157,0.44,0.9147,0.893,8,1,,,
158,8.6,1.1727,0.8927,4,9,,,
159,38.35,1.1127,0.892,9,40,,,
160,4.28,0.8989,0.891,10,5,,,
161,0.39,0.9855,0.89,13,2,,,
162,46.61,0.9529,0.889,11,49,,,
163,10.57,1.0953,0.888,13,12,,,
164,16.86,0.9255,0.8871,12,18,,,
165,19.21,0.8104,0.8862,11,20,,,
166,13.9,0.8756,0.8857,6,15,,,
167,-0.35,0.9698,0.8851,7,0,,,
168,5.09,0.7238,0.8841,13,7,,,
169,51.34,0.9645,0.8833,10,53,,,
170,15.01,0.9236,0.8825,9,16,,,
171,1.21,0.8332,0.8818,9,2,,,
172,11.77,1.007,0.8808,13,13,,,
173,19.62,0.8909,0.88,10,22,,,
174,-0.81,0.8773,0.879,13,0,,,
175,0.16,1.0124,0.878,14,1,,,
176,2.47,1.0844,0.8774,7,3,,,
177,4.54,0.9517,0.8767,6,5,,,
178,1.62,0.8327,0.8762,4,2,,,
179,10.33,0.9507,0.8758,7,11,,,
180,2.25,1.0415,0.8751,7,3,,,
181,7.05,1.0414,0.8744,9,8,,,
182,3.61,1.0079,0.8737,9,5,,,
183,35.84,0.879,0.873,8,37,,,
184,-0.12,0.5727,0.8728,2,0,,,
185,-0.62,1.0294,0.8718,12,0,,,
186,6.91,0.9003,0.8707,11,8,,,
187,21.74,0.7949,0.8698,12,23,,,
188,-0.19,1.2864,0.8696,3,0,,,
189,24.28,0.9642,0.869,8,25,,,
190,38.89,0.8658,0.868,13,43,,,
191,21.08,0.835,0.8674,8,22,,,
192,-0.19,0.8949,0.8671,3,0,,,
193,2.76,0.7887,0.8669,2,3,,,
194,-0.2,1.1279,0.8666,4,0,,,
195,13.17,0.9507,0.8659,9,15,,,
196,3.76,1.1806,0.8654,8,5,,,
197,-0.59,1.079,0.8647,7,0,,,
198,-0.73,0.8701,0.8641,7,0,,,
199,5.1,1.1833,0.8633,10,6,,,
200,0.83,1.0471,0.8629,3,1,,,
201,12.09,0.8713,0.8622,9,14,,,
202,46.1,0.9076,0.8614,10,48,,,
203,6.08,0.8704,0.8607,10,7,,,
204,0.54,0.8981,0.8602,6,1,,,
205,6.74,0.9987,0.8595,6,8,,,
206,5.6,1.2968,0.8593,2,6,,,
207,16.72,1.1773,0.8586,8,18,,,
208,6.68,0.8433,0.8578,12,8,,,
209,2.6,0.904,0.8573,4,3,,,
210,10.15,0.9791,0.8568,7,11,,,
211,17.3,0.9952,0.8563,6,18,,,
212,0.04,0.929,0.8553,14,1,,,
213,3.51,0.9474,0.8543,11,5,,,
214,1.37,1.045,0.8538,7,2,,,
215,56.85,0.702,0.853,9,58,,,
216,1.78,0.881,0.8528,2,2,,,
217,12.63,0.9281,0.8524,3,13,,,
218,1.71,1.1861,0.8521,3,2,,,
219,16.01,0.8973,0.8511,11,17,,,
220,5.86,1.0692,0.8509,2,6,,,
221,13.32,1.2281,0.8504,6,14,,,
222,17.07,1.1374,0.8496,7,19,,,
223,8.75,0.7665,0.849,7,10,,,
224,-0.55,1.0405,0.8481,11,0,,,
225,4.57,0.8454,0.8474,11,6,,,
226,42.18,0.8591,0.8464,16,46,,,
227,10.21,0.9729,0.8453,15,12,,,
228,-0.28,1.2349,0.8449,4,0,,,
229,37.33,0.8904,0.8441,9,39,,,
230,5.41,1.0665,0.8434,9,6,,,
231,14.23,1.2021,0.8428,5,15,,,
232,12.08,1.0309,0.8421,10,13,,,
233,2.19,0.9127,0.8413,9,3,,,
234,-0.19,0.9269,0.8408,3,0,,,
235,28.78,1.2088,0.8401,6,30,,,
236,1.21,0.9858,0.8391,11,2,,,
237,13.45,0.8755,0.8386,5,14,,,
238,-0.3,1.153,0.8381,6,0,,,
239,0.56,0.9661,0.8376,8,1,,,
240,6.76,0.9987,0.8366,12,10,,,
241,-0.25,0.9005,0.8362,3,0,,,
242,16.85,0.8649,0.8355,9,18,,,
243,43.74,1.0636,0.8345,8,45,,,
244,16.07,1.0288,0.8338,9,17,,,
245,1.27,0.8014,0.8328,11,2,,,
246,6.56,1.1209,0.8322,8,8,,,
247,97.46,1.0743,0.8314,10,99,,,
248,14.58,1.0661,0.8305,12,16,,,
249,68.6,0.9406,0.8298,8,72,,,
250,-0.21,0.8943,0.8295,3,0,,,
251,9.92,0.8282,0.8287,10,11,,,
252,8.84,1.0459,0.8277,10,10,,,
253,5.43,1.0497,0.8267,15,7,,,
254,5.17,1.1006,0.8259,9,6,,,
255,-0.52,0.9209,0.8254,6,0,,,
256,4.76,0.9545,0.8251,2,5,,,
257,4.32,1.0958,0.8241,12,5,,,
258,34.15,1.0049,0.823,15,37,,,
259,36.46,0.9159,0.8221,12,39,,,
260,1.63,1.05,0.8211,11,3,,,
261,22.68,1.0455,0.8203,10,24,,,
262,10.2,0.9952,0.8197,8,11,,,
263,4.29,0.8074,0.8189,11,5,,,
264,0.1,1.1646,0.8185,6,1,,,
265,-0.55,1.073,0.818,5,0,,,
266,8.78,1.0439,0.8173,8,10,,,
267,-0.12,0.842,0.8172,2,0,,,
268,5.52,0.8962,0.8166,6,6,,,
269,14.24,1.0172,0.8157,12,16,,,
270,5.68,0.8425,0.8149,10,7,,,
271,41.26,0.9439,0.8143,6,44,,,
272,6.54,0.862,0.8138,4,7,,,
273,10.53,1.1567,0.8133,5,11,,,
274,11.08,1.042,0.8124,10,12,,,
275,1.42,0.9567,0.8114,10,2,,,
276,35.17,1.1381,0.8104,13,37,,,
277,65.3,0.9951,0.8096,14,67,,,
278,20.24,0.9286,0.8085,14,22,,,
279,1.69,1.0871,0.8075,11,3,,,
280,11.28,1.0536,0.807,8,12,,,
281,2.93,1.2282,0.8062,11,4,,,
282,36.64,1.0997,0.8052,10,39,,,
283,8.84,1.1063,0.8042,12,10,,,
284,-0.41,1.1551,0.8037,7,0,,,
285,1.47,0.9137,0.8032,7,2,,,
286,4.33,0.9722,0.8024,7,5,,,
287,15.12,1.1815,0.8019,6,16,,,
288,-0.05,0.0,0.8018,1,0,,,
289,0.14,0.9047,0.8012,8,1,,,
290,0.72,0.9027,0.8004,10,2,,,
291,6.5,0.8531,0.8001,4,7,,,
292,2.32,1.0663,0.7991,12,3,,,
293,8.5,0.8411,0.7984,8,9,,,
294,20.15,1.0447,0.7978,7,21,,,
295,-0.26,0.8937,0.7975,4,0,,,
296,10.92,0.965,0.7966,12,12,,,
297,-0.05,0.813,0.7964,1,0,,,
298,17.28,0.6844,0.7957,10,18,,,
299,-0.2,1.1364,0.7954,4,0,,,
300,7.39,1.2164,0.7947,7,8,,,
301,3.3,1.1795,0.7938,10,4,,,
302,19.18,0.9307,0.7932,10,20,,,
303,4.0,0.9294,0.7921,12,5,,,
304,1.24,0.8088,0.7914,10,2,,,
305,58.7,1.0618,0.7908,8,60,,,
306,10.37,1.1374,0.7898,11,12,,,
307,14.72,1.0958,0.789,10,16,,,
308,1.81,1.0236,0.7887,3,2,,,
309,37.37,0.9074,0.7877,9,39,,,
310,26.13,1.0931,0.7868,13,28,,,
311,15.09,1.0116,0.7864,5,16,,,
312,9.73,0.9158,0.7857,11,12,,,
313,1.37,1.0161,0.7849,9,2,,,
314,-0.7,0.8155,0.7839,12,0,,,
315,25.99,0.8612,0.7834,7,27,,,
316,-0.15,0.9254,0.7831,3,0,,,
317,11.25,0.8484,0.7827,7,12,,,
318,39.95,0.849,0.7817,15,42,,,
319,8.26,0.9806,0.7811,6,9,,,
320,-0.15,1.0195,0.7808,3,0,,,
321,6.14,0.9066,0.7799,12,8,,,
322,-0.71,0.997,0.7788,11,0,,,
323,-0.67,1.0648,0.7778,13,0,,,
324,18.02,0.7978,0.7769,14,20,,,
325,31.26,1.0117,0.7759,14,33,,,
326,4.13,1.1377,0.7749,15,5,,,
327,28.35,1.2248,0.7739,13,30,,,
328,1.54,0.8267,0.7733,8,3,,,
329,2.16,1.1569,0.7728,6,3,,,
330,10.52,1.2828,0.7724,4,11,,,
331,8.38,0.7752,0.7721,6,9,,,
332,-0.05,1.1441,0.7716,1,0,,,
333,42.84,1.0028,0.771,10,44,,,
334,4.51,0.8588,0.77,11,6,,,
335,10.6,0.9938,0.7694,8,12,,,
336,6.52,1.1264,0.7685,12,8,,,
337,1.31,0.9944,0.7675,9,2,,,
338,4.91,1.0861,0.7674,1,5,,,
339,-0.34,0.8741,0.7669,6,0,,,
340,0.41,0.942,0.7661,9,1,,,
341,3.53,0.8296,0.7651,11,5,,,
342,5.75,0.937,0.7644,7,7,,,
343,11.72,1.0225,0.764,6,13,,,
344,19.79,0.8828,0.7629,13,21,,,
345,26.81,1.0441,0.7622,9,28,,,
346,0.83,0.9413,0.7614,9,2,,,
347,-0.22,0.8739,0.761,4,0,,,
348,18.28,0.7921,0.7606,6,19,,,
349,-0.52,0.7794,0.7599,10,0,,,
350,18.88,1.0685,0.7589,12,20,,,
351,0.03,0.8817,0.7581,11,1,,,
352,2.21,0.9879,0.7571,15,3,,,
353,9.54,0.9757,0.7562,14,11,,,
354,31.52,1.0335,0.7552,14,35,,,
355,6.7,0.9096,0.7543,10,8,,,
356,25.87,0.9866,0.7533,15,28,,,
357,12.11,0.7986,0.7524,9,14,,,
358,1.51,1.0138,0.7518,9,2,,,
359,-0.29,1.0048,0.7515,3,0,,,
360,5.98,0.8981,0.751,8,7,,,
361,-0.53,1.006,0.7502,9,0,,,
362,6.21,1.0303,0.7496,7,7,,,
363,16.85,1.1002,0.7489,9,18,,,
364,5.49,0.9997,0.7479,11,7,,,
365,37.4,1.0978,0.7469,12,39,,,
366,3.27,0.9619,0.7459,13,5,,,
367,39.96,1.0823,0.7449,12,42,,,
368,28.38,1.1305,0.7443,8,29,,,
369,4.3,0.8563,0.7439,6,5,,,
370,6.25,0.8329,0.7431,9,7,,,
371,39.75,0.9068,0.7424,9,42,,,
372,18.08,1.2013,0.7417,8,19,,,
373,0.53,0.7248,0.7413,5,1,,,
374,47.9,0.8454,0.7403,14,50,,,
375,1.34,0.7954,0.7394,10,2,,,
376,31.67,1.0793,0.7389,7,33,,,
377,2.32,0.7424,0.7384,6,3,,,
378,-0.51,0.9832,0.7376,7,0,,,
379,31.92,1.1961,0.7366,14,34,,,
380,8.24,0.6955,0.7358,8,9,,,
381,6.32,1.0577,0.7348,10,7,,,
382,1.96,0.9674,0.7342,8,3,,,
383,7.51,0.9566,0.7332,15,9,,,
384,17.04,0.9528,0.7324,10,18,,,
385,-0.42,0.9256,0.7317,8,0,,,
386,5.85,1.0657,0.731,11,7,,,
387,3.86,0.854,0.73,12,5,,,
388,120.97,0.835,0.729,11,123,,,
389,17.75,0.8905,0.7282,9,20,,,
390,24.49,0.9569,0.7276,9,26,,,
391,0.61,0.9014,0.7266,15,2,,,
392,14.94,0.9264,0.726,8,16,,,
393,5.0,1.0847,0.7254,8,6,,,
394,6.3,0.9107,0.7244,12,7,,,
395,5.51,0.8076,0.7241,5,6,,,
396,54.72,0.9677,0.7231,10,56,,,
397,7.82,0.784,0.7225,8,9,,,
398,7.29,0.844,0.7218,9,9,,,
399,3.44,0.9217,0.721,10,4,,,
400,11.32,0.9496,0.7202,8,12,,,
401,17.12,0.841,0.7196,8,18,,,
402,8.92,0.9814,0.7187,14,12,,,
403,4.78,0.9362,0.7181,8,6,,,
404,2.14,0.9872,0.7173,8,3,,,
405,78.67,0.9217,0.7165,11,82,,,
406,4.16,0.9776,0.7154,10,5,,,
407,5.09,0.8722,0.715,5,6,,,
408,12.0,0.9422,0.7144,8,13,,,
409,7.82,0.9731,0.7135,12,9,,,
410,27.56,0.9073,0.7131,6,29,,,
411,16.4,1.0197,0.7121,14,18,,,
412,4.53,0.8855,0.7118,5,5,,,
413,-0.5,0.9709,0.7113,8,0,,,
414,34.18,1.0851,0.7103,12,37,,,
415,6.57,0.8125,0.7097,7,7,,,
416,7.33,0.9731,0.7093,5,8,,,
417,8.34,1.0275,0.7083,10,9,,,
418,0.28,0.9996,0.7073,12,1,,,
419,21.89,0.9908,0.7065,9,23,,,
420,0.04,0.943,0.7058,10,1,,,
421,8.67,0.8988,0.705,9,10,,,
422,11.08,1.0224,0.7042,8,13,,,
423,-0.19,0.7929,0.704,3,0,,,
424,11.13,0.9135,0.7031,13,12,,,
425,7.81,0.8212,0.7028,3,8,,,
426,12.4,0.9805,0.7021,8,13,,,
427,20.32,0.9946,0.7013,10,23,,,
428,13.72,0.9985,0.7003,14,15,,,
429,4.58,0.9087,0.6999,4,5,,,
430,27.56,0.9963,0.6989,14,31,,,
431,0.38,0.9477,0.6982,10,1,,,
432,17.94,0.9995,0.6975,8,19,,,
433,15.16,1.1351,0.6967,8,16,,,
434,21.89,1.0631,0.6964,5,23,,,
435,14.14,0.9498,0.6957,8,15,,,
436,-0.25,0.9896,0.6953,5,0,,,
437,1.45,1.1479,0.6949,7,3,,,
438,11.04,0.8657,0.694,6,12,,,
439,3.52,0.9891,0.6936,6,4,,,
440,2.75,0.961,0.6933,5,3,,,
441,6.79,0.9637,0.6926,9,8,,,
442,7.65,0.9308,0.6921,7,8,,,
443,0.78,1.064,0.6917,4,1,,,
444,3.71,0.7201,0.6907,13,5,,,
445,21.12,1.172,0.6903,6,22,,,
446,21.16,1.1509,0.6897,10,23,,,
447,3.27,0.8944,0.6887,13,4,,,
448,10.77,0.8063,0.6876,13,12,,,
449,1.67,0.6943,0.6873,3,2,,,
450,11.97,1.2263,0.6863,11,13,,,
451,0.83,1.1328,0.6858,3,1,,,
452,4.09,0.982,0.6848,11,5,,,
453,7.47,0.8882,0.684,7,8,,,
454,-0.69,0.9909,0.683,13,0,,,
455,47.79,1.0418,0.6825,7,49,,,
456,15.0,0.9199,0.6821,6,16,,,
457,4.64,0.9831,0.6811,14,6,,,
458,4.38,0.8212,0.6802,12,5,,,
459,26.06,1.0521,0.6795,8,30,,,
460,34.85,1.0191,0.6785,11,37,,,
461,19.95,0.8753,0.678,7,21,,,
462,9.87,0.9046,0.6772,11,11,,,
463,9.44,0.9036,0.6766,8,10,,,
464,18.89,0.8728,0.6756,13,21,,,
465,6.86,0.8978,0.6747,8,8,,,
466,24.26,0.774,0.6742,6,25,,,
467,35.42,0.8078,0.6732,14,38,,,
468,30.14,1.1003,0.6726,8,31,,,
469,-0.22,1.1186,0.6722,4,0,,,
470,-0.15,1.1662,0.6719,3,0,,,
471,22.99,0.8961,0.6712,9,25,,,
472,19.88,1.086,0.6705,8,21,,,
473,-0.49,1.0023,0.6697,9,0,,,
474,3.39,0.8667,0.6691,7,4,,,
475,24.75,1.0087,0.6686,7,26,,,
476,-0.01,0.962,0.6676,15,1,,,
477,19.91,0.8977,0.6668,9,21,,,
478,-0.2,0.9562,0.6665,2,0,,,
479,3.72,0.7324,0.6663,2,4,,,
480,64.75,0.8833,0.6656,9,67,,,
481,22.0,1.0617,0.6649,8,24,,,
482,12.62,0.9741,0.6639,12,15,,,
483,0.34,0.9707,0.6629,10,1,,,
484,22.51,0.867,0.6622,11,24,,,
485,3.88,0.9987,0.6612,16,5,,,
486,1.32,0.8713,0.6607,8,2,,,
487,12.17,0.8911,0.6602,5,13,,,
488,40.45,0.9084,0.6595,9,42,,,
489,5.57,1.0675,0.6585,11,7,,,
490,22.3,0.8625,0.6575,14,24,,,
491,8.26,0.9404,0.6565,14,9,,,
492,22.35,0.9515,0.6556,11,24,,,
493,37.58,0.8621,0.655,6,39,,,
494,20.26,0.7474,0.6545,8,21,,,
495,20.14,0.8491,0.654,8,21,,,
496,0.39,0.9135,0.653,11,1,,,
497,3.44,0.8837,0.6524,8,4,,,
498,39.43,0.9687,0.6516,9,42,,,
499,12.01,1.1178,0.6512,5,13,,,
500,-0.71,0.949,0.6502,11,0,0.4294,11.246,-0.2043
501,47.23,0.7933,0.6492,15,51,,,
502,1.05,0.9928,0.6484,13,2,,,
503,4.36,0.8488,0.6479,8,5,,,
504,-0.16,0.7888,0.6477,2,0,,,
505,0.6,0.8916,0.6473,6,1,,,
506,0.25,0.9705,0.6463,13,1,,,
507,-0.07,0.3257,0.6462,1,0,,,
508,-0.35,0.998,0.6455,7,0,,,
509,11.19,1.0298,0.6451,5,12,,,
510,13.21,0.8969,0.6441,9,15,,,
511,3.62,0.948,0.6434,6,4,,,
512,5.51,0.8097,0.6424,9,6,,,
513,28.12,0.9538,0.6419,8,29,,,
514,27.33,0.9633,0.6408,15,29,,,
515,20.2,0.9162,0.6402,8,21,,,
516,7.5,1.0707,0.6395,8,8,,,
517,-0.25,0.8312,0.6389,5,0,,,
518,5.04,0.9282,0.6381,12,7,,,
519,25.35,0.8513,0.637,13,27,,,
520,1.56,1.1011,0.6365,6,2,,,
521,29.81,1.0304,0.6355,13,31,,,
522,26.4,1.1176,0.635,4,27,,,
523,3.65,0.9873,0.6345,7,4,,,
524,5.16,0.9834,0.6338,8,6,,,
525,2.49,0.9461,0.6332,9,3,,,
526,4.74,0.9587,0.6322,14,6,,,
527,23.72,0.8046,0.6315,10,25,,,
528,3.88,0.7908,0.6313,2,4,,,
529,-0.77,0.9961,0.6303,13,0,,,
530,10.42,1.0575,0.6293,14,12,,,
531,31.49,0.7764,0.6285,7,34,,,
532,13.42,0.8606,0.6275,14,16,,,
533,-0.22,0.7236,0.6271,4,0,,,
534,5.19,0.7056,0.6263,9,6,,,
535,-0.1,0.9024,0.626,2,0,,,
536,43.39,1.0827,0.6252,13,46,,,
537,2.37,1.0455,0.6244,9,3,,,
538,63.13,1.0318,0.6234,13,68,,,
539,11.12,0.9133,0.6229,8,12,,,
540,6.06,1.0168,0.6219,10,7,,,
541,23.85,0.8297,0.6209,11,26,,,
542,5.86,0.7888,0.6201,12,7,,,
543,7.07,0.9927,0.6196,7,9,,,
544,44.18,0.867,0.6185,14,47,,,
545,39.75,0.8514,0.6175,15,43,,,
546,0.54,0.8228,0.6171,6,2,,,
547,-0.71,0.8913,0.6161,11,0,,,
548,1.6,0.8448,0.6158,4,2,,,
549,31.1,0.8603,0.615,10,33,,,
550,6.77,0.8615,0.6148,3,7,,,
551,2.21,0.8645,0.6138,13,4,,,
552,0.19,0.7346,0.6128,13,1,,,
553,2.1,0.9149,0.6118,12,3,,,
554,5.14,1.1106,0.6111,10,6,,,
555,0.32,1.1053,0.6103,10,2,,,
556,3.8,1.1867,0.6101,2,4,,,
557,17.27,0.8001,0.6096,7,18,,,
558,39.88,0.7188,0.6087,12,43,,,
559,0.9,0.6669,0.6085,2,1,,,
560,0.0,1.4061,0.6085,0,0,,,
561,18.18,1.0225,0.6081,6,19,,,
562,5.87,1.0002,0.6074,11,8,,,
563,-0.89,0.7197,0.6064,15,0,,,
564,-0.54,0.9128,0.6054,10,0,,,
565,1.76,0.858,0.6045,12,3,,,
566,12.07,0.9314,0.6036,13,14,,,
567,-1.04,1.1292,0.6026,14,0,,,
568,-0.1,0.9522,0.6025,2,0,,,
569,4.23,0.8468,0.6017,9,5,,,
570,20.4,1.0158,0.6012,4,21,,,
571,21.78,0.9423,0.6006,8,23,,,
572,6.82,1.0378,0.5995,14,8,,,
573,-0.45,1.0367,0.599,7,0,,,
574,32.32,1.0174,0.598,14,37,,,
575,16.73,0.8757,0.5975,7,18,,,
576,57.75,0.8732,0.5964,13,61,,,
577,5.98,0.8062,0.5956,12,7,,,
578,3.94,0.9242,0.5945,14,5,,,
579,11.3,0.7317,0.594,8,12,,,
580,-0.29,1.1623,0.593,13,1,,,
581,9.5,0.8827,0.5925,6,10,,,
582,18.42,1.0381,0.5919,6,19,,,
583,8.99,1.0504,0.5913,9,11,,,
584,3.78,0.9823,0.5905,10,5,,,
585,-0.6,0.9036,0.5895,12,0,,,
586,2.51,1.0202,0.5888,9,3,,,
587,11.99,0.8123,0.5881,9,13,,,
588,36.84,0.7897,0.5873,8,38,,,
589,-0.2,0.9096,0.587,4,0,,,
590,31.94,0.9412,0.5862,12,34,,,
591,0.51,0.8738,0.5856,9,1,,,
592,1.56,1.093,0.5851,6,2,,,
593,3.37,1.1033,0.5845,9,4,,,
594,27.08,0.7569,0.5837,10,29,,,
595,7.64,0.7362,0.5832,6,8,,,
596,4.44,0.7952,0.5826,8,5,,,
597,3.37,0.8702,0.5821,7,4,,,
598,34.87,0.8412,0.5814,9,37,,,
599,15.15,1.0088,0.5808,7,16,,,
600,7.99,1.1796,0.5801,9,9,,,
601,0.14,0.8448,0.5791,12,1,,,
602,3.31,1.0661,0.5783,9,4,,,
603,9.47,0.9269,0.5779,5,10,,,
604,15.18,0.8965,0.5769,10,16,,,
605,0.94,0.9203,0.5761,10,2,,,
606,1.59,0.9852,0.5757,5,2,,,
607,35.19,0.9249,0.5747,15,38,,,
608,6.15,1.0009,0.574,9,7,,,
