episode,reward,loss,mean_q,epsilon,steps,slices,covered,hard_total,val_recall,val_slices,val_score,val_mAP50,val_small_recall,val_fp_per_image,val_crops,val_benchmark_score
4637,35.735446,0.0,21.633561,0.05,19,1,0,0,,,,,,,,
4638,93.985253,0.0,21.604062,0.05,20,1,0,0,,,,,,,,
4639,100.736836,0.43096,21.66962,0.05,20,1,0,0,,,,,,,,
4640,69.842179,0.0,21.733919,0.05,20,1,0,0,,,,,,,,
4641,123.474598,0.458847,21.804782,0.05,20,1,0,0,,,,,,,,
4642,124.910926,0.357964,21.822449,0.05,20,1,0,0,,,,,,,,
4643,150.483743,0.332121,21.735169,0.05,20,1,0,0,,,,,,,,
4644,60.114891,0.0,21.634539,0.05,19,1,0,0,,,,,,,,
4649,4.135754,0.362915,21.532208,0.05,8,1,0,0,,,,,,,,
4645,67.58624,0.0,21.577955,0.05,20,1,0,0,,,,,,,,
4646,148.606275,0.0,21.651931,0.05,20,1,0,0,,,,,,,,
4647,62.56661,0.359257,21.69897,0.05,20,1,0,0,,,,,,,,
4648,108.402185,0.0,21.751475,0.05,20,1,0,0,,,,,,,,
4652,17.915939,0.0,21.788231,0.05,15,1,0,0,,,,,,,,
4650,116.010771,0.375181,21.776589,0.05,20,1,0,0,,,,,,,,
4651,37.306605,0.396332,21.641478,0.05,20,1,0,0,,,,,,,,
4653,47.249897,0.444827,21.218665,0.05,20,1,0,0,,,,,,,,
4659,-0.900141,0.374801,21.135078,0.05,8,1,0,0,,,,,,,,
4654,82.427686,0.0,21.080787,0.05,20,1,0,0,,,,,,,,
4656,46.277823,0.314572,21.084192,0.05,17,1,0,0,,,,,,,,
4655,50.947217,0.0,21.059155,0.05,19,1,0,0,,,,,,,,
4658,75.169474,0.0,21.150419,0.05,16,1,0,0,,,,,,,,
4657,64.603909,0.0,21.372143,0.05,20,1,0,0,,,,,,,,
4660,88.139581,0.388382,21.500679,0.05,20,1,0,0,,,,,,,,
4661,42.348749,0.40644,21.218397,0.05,19,1,0,0,,,,,,,,
4662,92.753904,0.401223,20.948575,0.05,20,1,0,0,,,,,,,,
4663,10.511807,0.0,20.829366,0.05,20,1,0,0,,,,,,,,
4669,0.08087,0.560213,20.826292,0.05,5,1,0,0,,,,,,,,
4664,102.576663,0.419263,20.876146,0.05,20,1,0,0,,,,,,,,
4665,152.155217,0.0,20.926342,0.05,20,1,0,0,,,,,,,,
4666,46.477423,0.0,21.012173,0.05,20,1,0,0,,,,,,,,
4667,29.072718,0.0,21.11872,0.05,20,1,0,0,,,,,,,,
4668,90.62929,0.359317,21.08273,0.05,20,1,0,0,,,,,,,,
4670,98.179394,0.409275,20.620416,0.05,20,1,0,0,,,,,,,,
4671,136.996094,0.0,20.444998,0.05,20,1,0,0,,,,,,,,
4672,94.021688,0.313583,20.380263,0.05,20,1,0,0,,,,,,,,
4673,36.679969,0.389977,20.308467,0.05,19,1,0,0,,,,,,,,
4675,20.860877,0.0,20.365101,0.05,18,1,0,0,,,,,,,,
4674,130.853467,0.0,20.464029,0.05,20,1,0,0,,,,,,,,
4676,16.458495,0.0,20.596631,0.05,18,1,0,0,,,,,,,,
4677,44.786291,0.40709,20.748613,0.05,18,1,0,0,,,,,,,,
4678,2.05731,0.411688,20.515171,0.05,17,1,0,0,,,,,,,,
4679,122.999959,0.0,20.181824,0.05,20,1,0,0,,,,,,,,
4681,95.600284,0.378889,20.06341,0.05,19,1,0,0,,,,,,,,
4680,147.005938,0.365104,20.06341,0.05,20,1,0,0,,,,,,,,
4682,6.217798,0.0,20.023685,0.05,19,1,0,0,,,,,,,,
4683,44.84477,0.0,20.202861,0.05,20,1,0,0,,,,,,,,
4691,-0.792238,0.0,20.241939,0.05,1,1,0,0,,,,,,,,
4684,38.447218,0.0,20.241939,0.05,20,1,0,0,,,,,,,,
4685,102.180344,0.368087,20.439563,0.05,20,1,0,0,,,,,,,,
4686,113.401413,0.36517,20.460557,0.05,20,1,0,0,,,,,,,,
4687,63.466026,0.0,20.222107,0.05,18,1,0,0,,,,,,,,
4693,79.77578,0.0,20.222107,0.05,13,1,0,0,,,,,,,,
4688,105.693796,0.341712,20.05768,0.05,20,1,0,0,,,,,,,,
4689,74.066364,0.389051,20.05768,0.05,20,1,0,0,,,,,,,,
4690,122.53654,0.0,20.098283,0.05,20,1,0,0,,,,,,,,
4692,42.655218,0.0,20.220617,0.05,19,1,0,0,,,,,,,,
4695,13.821442,0.356998,20.492123,0.05,13,1,0,0,,,,,,,,
4694,121.783708,0.363745,20.531875,0.05,20,1,0,0,,,,,,,,
4700,41.453171,0.0,20.893502,0.05,13,1,0,0,,,,,,,,
4696,64.962365,0.0,21.045959,0.05,20,1,0,0,,,,,,,,
4697,56.890981,0.0,21.045959,0.05,20,1,0,0,,,,,,,,
4698,96.897432,0.415314,21.110441,0.05,20,1,0,0,,,,,,,,
4699,77.184253,0.357536,21.110441,0.05,20,1,0,0,,,,,,,,
4707,-0.797969,0.314847,21.122442,0.05,1,1,0,0,,,,,,,,
4701,161.842504,0.0,21.21442,0.05,20,1,0,0,,,,,,,,
4702,78.517633,0.383925,20.980015,0.05,20,1,0,0,,,,,,,,
4703,93.47261,0.382459,20.850401,0.05,20,1,0,0,,,,,,,,
4704,29.907314,0.0,20.607202,0.05,19,1,0,0,,,,,,,,
4705,33.407243,0.0,20.575819,0.05,19,1,0,0,,,,,,,,
4706,104.814675,0.0,20.644847,0.05,20,1,0,0,,,,,,,,
4708,17.443583,0.400042,20.632822,0.05,19,1,0,0,,,,,,,,
4709,55.77703,0.371723,20.541932,0.05,20,1,0,0,,,,,,,,
4710,85.689783,0.0,20.464734,0.05,20,1,0,0,,,,,,,,
4716,21.706884,0.387304,20.464734,0.05,4,1,0,0,,,,,,,,
4711,124.290289,0.360724,20.171294,0.05,20,1,0,0,,,,,,,,
4712,64.619629,0.371666,20.138649,0.05,20,1,0,0,,,,,,,,
4713,151.244844,0.0,20.158015,0.05,20,1,0,0,,,,,,,,
4714,19.213009,0.0,20.201541,0.05,18,1,0,0,,,,,,,,
4715,60.656297,0.0,20.343165,0.05,19,1,0,0,,,,,,,,
4717,36.524217,0.397122,20.703665,0.05,20,1,0,0,,,,,,,,
4724,24.037834,0.0,20.697873,0.05,6,1,0,0,,,,,,,,
4718,81.242995,0.0,20.621229,0.05,20,1,0,0,,,,,,,,
4719,126.317838,0.348857,20.621229,0.05,20,1,0,0,,,,,,,,
4721,27.24315,0.358466,20.588808,0.05,18,1,0,0,,,,,,,,
4720,121.453778,0.327164,20.588808,0.05,20,1,0,0,,,,,,,,
4722,146.529789,0.0,20.821621,0.05,20,1,0,0,,,,,,,,
4723,11.508057,0.0,20.889496,0.05,20,1,0,0,,,,,,,,
4732,16.235915,0.0,21.06345,0.05,3,1,0,0,,,,,,,,
4730,52.262947,0.470257,21.06345,0.05,10,1,0,0,,,,,,,,
4725,114.356794,0.397612,21.356482,0.05,20,1,0,0,,,,,,,,
4726,49.485933,0.0,21.258379,0.05,20,1,0,0,,,,,,,,
4727,153.9875,0.0,21.264948,0.05,20,1,0,0,,,,,,,,
4728,83.845297,0.394219,21.264948,0.05,20,1,0,0,,,,,,,,
4733,61.269278,0.0,21.324816,0.05,10,1,0,0,,,,,,,,
4729,136.218547,0.402978,21.324816,0.05,20,1,0,0,,,,,,,,
4731,92.178942,0.0,21.46337,0.05,20,1,0,0,,,,,,,,
4734,119.748359,0.418568,21.579835,0.05,20,1,0,0,,,,,,,,
4736,33.94715,0.0,21.569239,0.05,16,1,0,0,,,,,,,,
4735,112.895352,0.411959,21.642028,0.05,20,1,0,0,,,,,,,,
4737,48.51956,0.0,21.581476,0.05,19,1,0,0,,,,,,,,
4738,88.448649,0.342143,21.562019,0.05,20,1,0,0,,,,,,,,
4739,49.542738,0.0,21.510069,0.05,20,1,0,0,,,,,,,,
4740,115.142527,0.410469,21.510069,0.05,20,1,0,0,,,,,,,,
4746,23.615691,0.425242,21.501776,0.05,6,1,0,0,,,,,,,,
4741,63.66339,0.0,21.325537,0.05,20,1,0,0,,,,,,,,
4742,47.511299,0.437658,21.341131,0.05,20,1,0,0,,,,,,,,
4743,94.293391,0.0,21.31774,0.05,20,1,0,0,,,,,,,,
4744,91.264176,0.415961,21.481629,0.05,20,1,0,0,,,,,,,,
4745,127.279148,0.0,21.465566,0.05,20,1,0,0,,,,,,,,
4748,2.783788,0.419857,21.373885,0.05,18,1,0,0,,,,,,,,
4750,37.835474,0.0,21.373885,0.05,12,1,0,0,,,,,,,,
4747,24.876076,0.0,21.575387,0.05,20,1,0,0,,,,,,,,
4749,89.66673,0.369489,21.739146,0.05,20,1,0,0,,,,,,,,
4755,31.192407,0.417887,21.885236,0.05,6,1,0,0,,,,,,,,
4753,1.384445,0.42447,22.0513,0.05,12,1,0,0,,,,,,,,
4751,120.933241,0.3866,22.340303,0.05,20,1,0,0,,,,,,,,
4752,150.175454,0.0,22.405576,0.05,20,1,0,0,,,,,,,,
4754,33.206949,0.0,22.556184,0.05,19,1,0,0,,,,,,,,
4759,45.58516,0.353094,22.549047,0.05,11,1,0,0,,,,,,,,
4756,87.153421,0.0,22.426239,0.05,20,1,0,0,,,,,,,,
4762,3.681151,0.0,22.426239,0.05,7,1,0,0,,,,,,,,
4760,78.129632,0.32364,22.493613,0.05,14,1,0,0,,,,,,,,
4757,92.412431,0.0,22.493613,0.05,20,1,0,0,,,,,,,,
4758,112.573662,0.351732,22.526604,0.05,20,1,0,0,,,,,,,,
4764,15.913572,0.332974,22.26614,0.05,15,1,0,0,,,,,,,,
4761,133.209245,0.380537,22.26614,0.05,20,1,0,0,,,,,,,,
4763,34.57451,0.0,22.381418,0.05,20,1,0,0,,,,,,,,
4767,10.044356,0.348982,22.084822,0.05,18,1,0,0,,,,,,,,
4765,30.130165,0.0,22.084822,0.05,20,1,0,0,,,,,,,,
4766,139.737386,0.0,22.084822,0.05,20,1,0,0,,,,,,,,
4768,75.969493,0.0,21.974616,0.05,20,1,0,0,,,,,,,,
4769,11.349428,0.352929,21.864548,0.05,19,1,0,0,,,,,,,,
4776,55.631929,0.0,21.592693,0.05,9,1,0,0,,,,,,,,
4770,146.338505,0.459217,21.511567,0.05,20,1,0,0,,,,,,,,
4771,98.962768,0.406516,21.511567,0.05,20,1,0,0,,,,,,,,
4774,23.842286,0.0,21.286828,0.05,15,1,0,0,,,,,,,,
4772,29.363772,0.0,21.259114,0.05,20,1,0,0,,,,,,,,
4782,-0.047969,0.0,21.231378,0.05,1,1,0,0,,,,,,,,
4773,12.575938,0.379907,21.080752,0.05,19,1,0,0,,,,,,,,
4775,113.70561,0.0,21.023163,0.05,20,1,0,0,,,,,,,,
4778,42.976737,0.0,20.811386,0.05,12,1,0,0,,,,,,,,
4777,113.808368,0.399328,20.811386,0.05,20,1,0,0,,,,,,,,
4779,8.846175,0.337764,20.630176,0.05,15,1,0,0,,,,,,,,
4785,3.839316,0.0,20.66389,0.05,8,1,0,0,,,,,,,,
4780,121.964441,0.4007,20.663389,0.05,19,1,0,0,,,,,,,,
4781,133.106891,0.0,20.533577,0.05,20,1,0,0,,,,,,,,
4783,97.280417,0.0,20.51269,0.05,20,1,0,0,,,,,,,,
4784,127.164126,0.388662,20.342076,0.05,20,1,0,0,,,,,,,,
4792,5.171138,0.0,20.239097,0.05,3,1,0,0,,,,,,,,
4787,28.666736,0.383958,20.134308,0.05,18,1,0,0,,,,,,,,
4786,83.60376,0.0,20.00462,0.05,20,1,0,0,,,,,,,,
4788,103.53823,0.386911,19.759329,0.05,20,1,0,0,,,,,,,,
4794,24.535859,0.0,19.744863,0.05,8,1,0,0,,,,,,,,
4789,26.661267,0.0,19.744863,0.05,20,1,0,0,,,,,,,,
4790,54.79798,0.352449,19.722,0.05,19,1,0,0,,,,,,,,
4791,49.634076,0.0,19.731072,0.05,19,1,0,0,,,,,,,,
4793,27.475325,0.410765,19.694417,0.05,16,1,0,0,,,,,,,,
4795,7.025965,0.419232,19.607943,0.05,17,1,0,0,,,,,,,,
4796,125.162097,0.0,19.338234,0.05,20,1,0,0,,,,,,,,
4797,115.965399,0.418093,19.338234,0.05,16,1,0,0,,,,,,,,
4799,35.336555,0.0,19.257871,0.05,16,1,0,0,,,,,,,,
4798,144.022305,0.0,19.092158,0.05,20,1,0,0,,,,,,,,
4801,13.216129,0.0,18.947564,0.05,16,1,0,0,,,,,,,,
4800,105.609884,0.373701,18.947564,0.05,20,1,0,0,,,,,,,,
4802,22.128886,0.323579,18.945352,0.05,19,1,0,0,,,,,,,,
4803,103.891487,0.402578,18.929648,0.05,20,1,0,0,,,,,,,,
4805,50.064503,0.380339,18.86942,0.05,19,1,0,0,,,,,,,,
4804,64.013999,0.0,18.837319,0.05,20,1,0,0,,,,,,,,
4806,55.318375,0.0,18.867392,0.05,20,1,0,0,,,,,,,,
4810,77.349533,0.313909,18.914155,0.05,12,1,0,0,,,,,,,,
4807,45.518422,0.0,18.885211,0.05,20,1,0,0,,,,,,,,
4809,48.573258,0.42381,18.944278,0.05,19,1,0,0,,,,,,,,
4808,97.817512,0.0,19.005696,0.05,20,1,0,0,,,,,,,,
4811,53.712307,0.3664,18.892855,0.05,20,1,0,0,,,,,,,,
4812,131.563011,0.359179,18.714518,0.05,20,1,0,0,,,,,,,,
4813,81.208925,0.0,18.610325,0.05,20,1,0,0,,,,,,,,
4815,42.355289,0.440882,18.455929,0.05,18,1,0,0,,,,,,,,
4818,2.982014,0.0,18.455929,0.05,14,1,0,0,,,,,,,,
4814,93.595295,0.0,18.455929,0.05,20,1,0,0,,,,,,,,
4816,21.610092,0.0,18.385899,0.05,19,1,0,0,,,,,,,,
4817,42.447403,0.369093,18.497701,0.05,20,1,0,0,,,,,,,,
4825,4.920453,0.0,18.515336,0.05,3,1,0,0,,,,,,,,
4827,-0.792238,0.0,18.527979,0.05,1,1,0,0,,,,,,,,
4821,27.138003,0.0,18.626504,0.05,9,1,0,0,,,,,,,,
4819,93.861946,0.335242,18.646068,0.05,20,1,0,0,,,,,,,,
4826,4.51296,0.391511,18.646068,0.05,9,1,0,0,,,,,,,,
4820,47.17955,0.351724,18.648763,0.05,19,1,0,0,,,,,,,,
4822,44.882534,0.368058,18.675469,0.05,19,1,0,0,,,,,,,,
4824,57.351424,0.0,18.675469,0.05,19,1,0,0,,,,,,,,
4823,41.572888,0.0,18.70845,0.05,20,1,0,0,,,,,,,,
4828,90.330521,0.0,18.891242,0.05,20,1,0,0,,,,,,,,
4829,101.762387,0.0,18.939204,0.05,20,1,0,0,,,,,,,,
4831,52.602809,0.38503,19.168845,0.05,19,1,0,0,,,,,,,,
4830,67.205424,0.406778,19.218146,0.05,20,1,0,0,,,,,,,,
4832,62.385342,0.423931,19.505925,0.05,20,1,0,0,,,,,,,,
4834,38.675709,0.0,19.563153,0.05,19,1,0,0,,,,,,,,
4833,90.64769,0.313223,19.699217,0.05,20,1,0,0,,,,,,,,
4835,93.757938,0.0,19.795983,0.05,20,1,0,0,,,,,,,,
4836,146.589883,0.0,20.288436,0.05,20,1,0,0,,,,,,,,
4837,38.859407,0.0,20.283723,0.05,20,1,0,0,,,,,,,,
4838,63.334984,0.350251,20.44658,0.05,20,1,0,0,,,,,,,,
4839,92.99833,0.35347,20.488222,0.05,20,1,0,0,,,,,,,,
4844,19.334499,0.0,20.61242,0.05,10,1,0,0,,,,,,,,
4840,50.066943,0.35158,20.61242,0.05,20,1,0,0,,,,,,,,
4841,86.144392,0.0,20.676274,0.05,20,1,0,0,,,,,,,,
4842,43.005694,0.330144,20.723445,0.05,20,1,0,0,,,,,,,,
4843,87.714966,0.0,20.810282,0.05,20,1,0,0,,,,,,,,
4845,135.978035,0.0,20.968408,0.05,20,1,0,0,,,,,,,,
4846,75.898881,0.341347,20.771453,0.05,18,1,0,0,,,,,,,,
4852,45.257828,0.0,20.787138,0.05,12,1,0,0,,,,,,,,
4849,-0.331076,0.369982,20.752521,0.05,16,1,0,0,,,,,,,,
4847,89.145358,0.322836,20.755758,0.05,20,1,0,0,,,,,,,,
4848,108.287462,0.0,20.818028,0.05,20,1,0,0,,,,,,,,
4850,137.275241,0.0,20.852695,0.05,20,1,0,0,,,,,,,,
4851,95.255126,0.371436,20.83365,0.05,20,1,0,0,,,,,,,,
4857,42.863525,0.404963,20.719237,0.05,7,1,0,0,,,,,,,,
4859,10.85857,0.0,20.359564,0.05,8,1,0,0,,,,,,,,
4853,91.235265,0.0,20.251409,0.05,19,1,0,0,,,,,,,,
4856,1.67552,0.362368,20.199155,0.05,15,1,0,0,,,,,,,,
4854,114.600619,0.376609,20.258358,0.05,20,1,0,0,,,,,,,,
4855,8.017624,0.0,20.283922,0.05,20,1,0,0,,,,,,,,
4864,40.87259,0.32529,20.570521,0.05,7,1,0,0,,,,,,,,
4858,69.044458,0.0,20.785592,0.05,20,1,0,0,,,,,,,,
4860,53.200148,0.368178,20.942956,0.05,20,1,0,0,,,,,,,,
4866,33.95492,0.0,20.942956,0.05,7,1,0,0,,,,,,,,
4861,14.087835,0.37923,21.045038,0.05,19,1,0,0,,,,,,,,
4863,52.92325,0.0,21.2099,0.05,15,1,0,0,,,,,,,,
4862,12.18597,0.0,21.332706,0.05,19,1,0,0,,,,,,,,
4865,48.160264,0.360759,21.654579,0.05,20,1,0,0,,,,,,,,
4867,71.874609,0.431912,21.776404,0.05,20,1,0,0,,,,,,,,
4868,61.541414,0.0,21.740889,0.05,20,1,0,0,,,,,,,,
4869,82.425973,0.344434,21.727378,0.05,20,1,0,0,,,,,,,,
4870,119.861132,0.0,21.727378,0.05,20,1,0,0,,,,,,,,
4871,138.564563,0.326577,21.762053,0.05,20,1,0,0,,,,,,,,
4872,73.793172,0.0,21.67138,0.05,20,1,0,0,,,,,,,,
4873,126.595638,0.0,21.733343,0.05,20,1,0,0,,,,,,,,
4874,74.596652,0.403264,21.621862,0.05,20,1,0,0,,,,,,,,
4875,58.601843,0.392733,21.412047,0.05,20,1,0,0,,,,,,,,
4878,8.91109,0.0,21.412047,0.05,16,1,0,0,,,,,,,,
4876,75.491182,0.0,21.243522,0.05,20,1,0,0,,,,,,,,
4879,102.257125,0.351417,21.197771,0.05,18,1,0,0,,,,,,,,
4877,89.105843,0.352796,21.175938,0.05,20,1,0,0,,,,,,,,
4882,10.147559,0.252849,21.175938,0.05,8,1,0,0,,,,,,,,
4880,78.839062,0.0,21.027531,0.05,20,1,0,0,,,,,,,,
4881,26.142541,0.0,20.882316,0.05,20,1,0,0,,,,,,,,
4888,6.871789,0.40641,20.9372,0.05,8,1,0,0,,,,,,,,
4887,10.837241,0.353792,20.859435,0.05,10,1,0,0,,,,,,,,
4885,81.284751,0.0,20.643001,0.05,18,1,0,0,,,,,,,,
4883,123.868672,0.358795,20.643001,0.05,20,1,0,0,,,,,,,,
4884,37.695034,0.0,20.643001,0.05,20,1,0,0,,,,,,,,
4886,173.400739,0.369539,20.698887,0.05,20,1,0,0,,,,,,,,
4889,42.043006,0.0,20.385474,0.05,20,1,0,0,,,,,,,,
4890,42.479,0.0,20.189672,0.05,19,1,0,0,,,,,,,,
4891,125.135147,0.389387,20.004853,0.05,20,1,0,0,,,,,,,,
4892,8.290165,0.391189,20.009157,0.05,20,1,0,0,,,,,,,,
4895,14.334978,0.0,20.058598,0.05,18,1,0,0,,,,,,,,
4897,9.66488,0.0,20.086302,0.05,12,1,0,0,,,,,,,,
4893,133.505439,0.0,20.061451,0.05,20,1,0,0,,,,,,,,
4894,72.00986,0.377384,20.061451,0.05,20,1,0,0,,,,,,,,
4896,14.742968,0.375311,20.061451,0.05,17,1,0,0,,,,,,,,
4898,104.195268,0.0,20.428132,0.05,20,1,0,0,,,,,,,,
4900,56.321478,0.408709,20.584589,0.05,18,1,0,0,,,,,,,,
4899,82.78088,0.37577,20.584589,0.05,20,1,0,0,,,,,,,,
4905,13.823654,0.388381,20.670831,0.05,16,1,0,0,,,,,,,,
4901,149.218414,0.0,20.677617,0.05,20,1,0,0,,,,,,,,
4902,49.148647,0.0,20.642014,0.05,20,1,0,0,,,,,,,,
4904,12.930553,0.353113,20.642014,0.05,19,1,0,0,,,,,,,,
4903,129.699892,0.0,20.688105,0.05,20,1,0,0,,,,,,,,
4906,53.587216,0.0,20.523053,0.05,20,1,0,0,,,,,,,,
4907,104.672057,0.367475,20.13868,0.05,20,1,0,0,,,,,,,,
4908,158.89379,0.31837,20.13868,0.05,20,1,0,0,,,,,,,,
4910,55.277156,0.0,19.95291,0.05,17,1,0,0,,,,,,,,
4909,26.705711,0.373587,19.959408,0.05,20,1,0,0,,,,,,,,
4911,57.947112,0.0,19.97555,0.05,20,1,0,0,,,,,,,,
4912,99.920256,0.40338,19.97555,0.05,20,1,0,0,,,,,,,,
4913,53.661069,0.0,20.071792,0.05,20,1,0,0,,,,,,,,
4914,134.66525,0.0,19.813101,0.05,20,1,0,0,,,,,,,,
4915,92.372947,0.375464,19.603991,0.05,19,1,0,0,,,,,,,,
4916,89.222762,0.37171,19.500919,0.05,20,1,0,0,,,,,,,,
4917,163.757636,0.0,19.335498,0.05,20,1,0,0,,,,,,,,
4918,83.478238,0.365814,19.289509,0.05,20,1,0,0,,,,,,,,
4921,1.31837,0.0,19.273209,0.05,18,1,0,0,,,,,,,,
4919,1.257325,0.0,19.273209,0.05,19,1,0,0,,,,,,,,
4920,76.657323,0.397591,19.353704,0.05,20,1,0,0,,,,,,,,
4922,42.70273,0.0,19.550243,0.05,15,1,0,0,,,,,,,,
4923,9.502439,0.418151,19.19708,0.05,19,1,0,0,,,,,,,,
4924,19.107128,0.418927,19.054632,0.05,20,1,0,0,,,,,,,,
4925,51.869598,0.0,18.785531,0.05,20,1,0,0,,,,,,,,
4927,57.517261,0.0,18.743417,0.05,18,1,0,0,,,,,,,,
4929,28.738807,0.426883,18.743417,0.05,17,1,0,0,,,,,,,,
4926,57.483068,0.390416,18.743417,0.05,20,1,0,0,,,,,,,,
4931,20.516565,0.378199,18.865696,0.05,7,1,0,0,,,,,,,,
4928,113.602244,0.0,19.019376,0.05,20,1,0,0,,,,,,,,
4936,31.895055,0.422238,19.511797,0.05,6,1,0,0,,,,,,,,
4930,113.471986,0.0,19.585346,0.05,20,1,0,0,,,,,,,,
4932,55.211877,0.393111,20.080365,0.05,20,1,0,0,,,,,,,,
4937,74.680456,0.415127,20.084449,0.05,17,1,0,0,,,,,,,,
4933,112.889579,0.0,20.040875,0.05,20,1,0,0,,,,,,,,
4934,106.132931,0.0,20.061682,0.05,20,1,0,0,,,,,,,,
4935,51.786794,0.371635,20.061682,0.05,20,1,0,0,,,,,,,,
4938,51.921621,0.0,20.143317,0.05,19,1,0,0,,,,,,,,
4939,103.848657,0.427839,20.703973,0.05,20,1,0,0,,,,,,,,
4940,45.942589,0.0,20.703973,0.05,18,1,0,0,,,,,,,,
4941,116.455816,0.382828,21.397682,0.05,20,1,0,0,,,,,,,,
4942,106.970803,0.361771,21.39356,0.05,20,1,0,0,,,,,,,,
4943,135.963832,0.0,21.392137,0.05,20,1,0,0,,,,,,,,
4944,127.937896,0.0,21.421535,0.05,20,1,0,0,,,,,,,,
4945,139.410164,0.34028,21.421535,0.05,20,1,0,0,,,,,,,,
4946,142.436976,0.0,21.500947,0.05,20,1,0,0,,,,,,,,
4947,91.915716,0.406326,21.726233,0.05,20,1,0,0,,,,,,,,
4948,80.524611,0.0,21.726233,0.05,20,1,0,0,,,,,,,,
4956,30.038416,0.0,21.950677,0.05,5,1,0,0,,,,,,,,
4957,-0.042227,0.0,21.973005,0.05,1,1,0,0,,,,,,,,
4958,16.199717,0.0,21.971081,0.05,4,1,0,0,,,,,,,,
4949,97.397337,0.320065,21.971081,0.05,20,1,0,0,,,,,,,,
4950,116.063954,0.37594,21.945017,0.05,20,1,0,0,,,,,,,,
4951,113.234141,0.0,21.994808,0.05,20,1,0,0,,,,,,,,
4952,129.100986,0.0,22.039533,0.05,20,1,0,0,,,,,,,,
4953,77.571522,0.403541,22.039533,0.05,20,1,0,0,,,,,,,,
4963,-0.047969,0.0,22.057264,0.05,1,1,0,0,,,,,,,,
4954,78.589705,0.0,22.057264,0.05,20,1,0,0,,,,,,,,
4955,13.666647,0.388449,22.092207,0.05,16,1,0,0,,,,,,,,
4962,10.655869,0.0,22.36068,0.05,7,1,0,0,,,,,,,,
4959,79.065761,0.0,22.424824,0.05,20,1,0,0,,,,,,,,
4960,147.54302,0.298896,22.424824,0.05,20,1,0,0,,,,,,,,
4966,5.408094,0.0,22.387738,0.05,16,1,0,0,,,,,,,,
4961,120.706678,0.314356,22.420265,0.05,20,1,0,0,,,,,,,,
4964,88.667675,0.360384,22.445715,0.05,20,1,0,0,,,,,,,,
4965,61.309536,0.0,22.433454,0.05,20,1,0,0,,,,,,,,
4967,140.851549,0.335535,22.473859,0.05,20,1,0,0,,,,,,,,
4970,19.273896,0.261751,22.546699,0.05,7,1,0,0,,,,,,,,
4968,12.499366,0.0,22.591459,0.05,18,1,0,0,,,,,,,,
4971,57.448055,0.0,22.852351,0.05,9,1,0,0,,,,,,,,
4969,74.349889,0.0,23.128366,0.05,18,1,0,0,,,,,,,,
4972,125.44776,0.39749,23.312398,0.05,20,1,0,0,,,,,,,,
4973,1.200225,0.360427,23.312398,0.05,18,1,0,0,,,,,,,,
4974,76.469938,0.0,23.322826,0.05,20,1,0,0,,,,,,,,
4975,113.231634,0.311549,23.172641,0.05,20,1,0,0,,,,,,,,
4976,53.217583,0.348737,23.05482,0.05,20,1,0,0,,,,,,,,
4977,123.636614,0.0,22.931751,0.05,20,1,0,0,,,,,,,,
4985,-0.047969,0.0,22.838053,0.05,1,1,0,0,,,,,,,,
4978,47.738991,0.0,22.814979,0.05,20,1,0,0,,,,,,,,
4981,38.28731,0.281525,22.779124,0.05,11,1,0,0,,,,,,,,
4979,33.114357,0.0,22.709051,0.05,19,1,0,0,,,,,,,,
4980,105.751215,0.315931,22.642821,0.05,20,1,0,0,,,,,,,,
4982,68.678898,0.0,22.334794,0.05,20,1,0,0,,,,,,,,
4983,33.026409,0.384355,22.134025,0.05,20,1,0,0,,,,,,,,
4984,30.379711,0.341,22.134025,0.05,19,1,0,0,,,,,,,,
4986,134.332731,0.0,21.785784,0.05,20,1,0,0,,,,,,,,
4987,49.767722,0.0,21.630214,0.05,20,1,0,0,,,,,,,,
4988,131.116841,0.381014,21.272477,0.05,20,1,0,0,,,,,,,,
4990,63.536189,0.307454,20.948418,0.05,15,1,0,0,,,,,,,,
4989,51.247699,0.0,20.948418,0.05,20,1,0,0,,,,,,,,
4993,23.859605,0.355356,21.043413,0.05,18,1,0,0,,,,,,,,
4991,149.304991,0.0,20.940251,0.05,20,1,0,0,,,,,,,,
4992,115.176977,0.431132,20.847057,0.05,20,1,0,0,,,,,,,,
4994,26.528199,0.0,20.783812,0.05,18,1,0,0,,,,,,,,
4995,112.494573,0.0,20.693291,0.05,20,1,0,0,,,,,,,,
4996,100.307467,0.379915,20.464358,0.05,20,1,0,0,,,,,,,,
4997,53.996223,0.387026,20.466618,0.05,19,1,0,0,,,,,,,,
4998,119.598516,0.0,20.492387,0.05,20,1,0,0,,,,,,,,
5001,33.097098,0.317881,20.839084,0.05,18,1,0,0,,,,,,,,
4999,61.901575,0.403472,20.839084,0.05,20,1,0,0,,,,,,,,
5000,104.787851,0.0,20.790279,0.05,20,1,0,0,0.0,0.0,0.0,0.137339,0.036239,5.698,0.292,0.114773
5002,115.259747,0.0,20.761682,0.05,20,1,0,0,,,,,,,,
5010,6.207511,0.0,20.659564,0.05,2,1,0,0,,,,,,,,
5003,71.583859,0.0,20.568502,0.05,20,1,0,0,,,,,,,,
5004,148.71438,0.305932,20.508195,0.05,20,1,0,0,,,,,,,,
5005,146.09844,0.396363,20.505885,0.05,20,1,0,0,,,,,,,,
