episode,reward,loss,epsilon,crops,captured,val_recall,val_crops,val_score
6142,-2.0,0.2891,0.05,2,2.0,,,
6143,17.0,0.3365,0.05,8,33.0,,,
6144,6.0,0.3402,0.05,3,12.0,,,
6145,4.0,0.3386,0.05,2,8.0,,,
6146,-1.0,0.3463,0.05,1,1.0,,,
6147,-3.0,0.3199,0.05,2,1.0,,,
6148,-1.0,0.2663,0.05,1,1.0,,,
6149,0.0,0.337,0.05,0,0.0,,,
6150,0.0,0.3424,0.05,1,2.0,,,
6151,-3.0,0.3172,0.05,2,1.0,,,
6152,-2.0,0.4219,0.05,1,0.0,,,
6153,40.0,0.291,0.05,5,50.0,,,
6154,0.0,0.3444,0.05,0,0.0,,,
6155,0.0,0.325,0.05,0,0.0,,,
6156,-2.0,0.2826,0.05,1,0.0,,,
6157,23.0,0.377,0.05,3,29.0,,,
6158,4.0,0.4263,0.05,4,12.0,,,
6159,0.0,0.4048,0.05,0,0.0,,,
6160,-2.0,0.3052,0.05,1,0.0,,,
6161,0.0,0.2668,0.05,0,0.0,,,
6162,0.0,0.2164,0.05,0,0.0,,,
6163,34.0,0.3274,0.05,4,42.0,,,
6164,0.0,0.2659,0.05,0,0.0,,,
6165,3.0,0.289,0.05,1,5.0,,,
6166,-2.0,0.2982,0.05,2,2.0,,,
6167,0.0,0.3321,0.05,0,0.0,,,
6168,-2.0,0.2819,0.05,1,0.0,,,
6169,0.0,0.2984,0.05,0,0.0,,,
6170,0.0,0.3679,0.05,4,8.0,,,
6171,0.0,0.3944,0.05,0,0.0,,,
6172,-2.0,0.1178,0.05,1,0.0,,,
6173,2.0,0.3517,0.05,1,4.0,,,
6174,1.0,0.3221,0.05,1,3.0,,,
6175,12.0,0.3412,0.05,5,22.0,,,
6176,2.0,0.3282,0.05,2,6.0,,,
6177,0.0,0.3017,0.05,0,0.0,,,
6178,-2.0,0.3261,0.05,1,0.0,,,
6179,0.0,0.3016,0.05,1,2.0,,,
6180,0.0,0.2467,0.05,0,0.0,,,
6181,0.0,0.3913,0.05,0,0.0,,,
6182,0.0,0.439,0.05,0,0.0,,,
6183,0.0,0.3466,0.05,1,2.0,,,
6184,0.0,0.2291,0.05,0,0.0,,,
6185,0.0,0.3456,0.05,1,2.0,,,
6186,0.0,0.2685,0.05,0,0.0,,,
6187,0.0,0.252,0.05,0,0.0,,,
6188,-2.0,0.3292,0.05,1,0.0,,,
6189,-2.0,0.2762,0.05,1,0.0,,,
6190,0.0,0.3354,0.05,0,0.0,,,
6191,39.0,0.3694,0.05,7,53.0,,,
6192,5.0,0.3481,0.05,7,19.0,,,
6193,4.0,0.3135,0.05,7,18.0,,,
6194,15.0,0.3371,0.05,3,21.0,,,
6195,-2.0,0.3872,0.05,8,14.0,,,
6196,0.0,0.3176,0.05,0,0.0,,,
6197,-2.0,0.2928,0.05,1,0.0,,,
6198,0.0,0.3883,0.05,0,0.0,,,
6199,0.0,0.3945,0.05,0,0.0,,,
6200,0.0,0.3843,0.05,0,0.0,,,
6201,4.0,0.3418,0.05,2,8.0,,,
6202,-2.0,0.2505,0.05,2,2.0,,,
6203,16.0,0.2907,0.05,6,28.0,,,
6204,12.0,0.3304,0.05,5,22.0,,,
6205,12.0,0.2851,0.05,5,22.0,,,
6206,0.0,0.3199,0.05,0,0.0,,,
6207,0.0,0.3136,0.05,1,2.0,,,
6208,19.0,0.3268,0.05,5,29.0,,,
6209,6.0,0.3642,0.05,4,14.0,,,
6210,0.0,0.3503,0.05,0,0.0,,,
6211,0.0,0.3133,0.05,0,0.0,,,
6212,5.0,0.3489,0.05,2,9.0,,,
6213,16.0,0.2933,0.05,3,22.0,,,
6214,-2.0,0.3367,0.05,2,2.0,,,
6215,0.0,0.3013,0.05,2,4.0,,,
6216,0.0,0.2599,0.05,0,0.0,,,
6217,0.0,0.3602,0.05,0,0.0,,,
6218,0.0,0.3604,0.05,5,10.0,,,
6219,-2.0,0.3452,0.05,1,0.0,,,
6220,-2.0,0.3002,0.05,1,0.0,,,
6221,0.0,0.3516,0.05,0,0.0,,,
6222,-2.0,0.3502,0.05,2,2.0,,,
6223,-2.0,0.3343,0.05,1,0.0,,,
6224,4.0,0.4215,0.05,4,12.0,,,
6225,13.0,0.3388,0.05,7,27.0,,,
6226,0.0,0.3372,0.05,0,0.0,,,
6227,1.0,0.3809,0.05,3,7.0,,,
6228,0.0,0.2786,0.05,0,0.0,,,
6229,0.0,0.3082,0.05,0,0.0,,,
6230,-1.0,0.3412,0.05,1,1.0,,,
6231,-2.0,0.26,0.05,1,0.0,,,
6232,1.0,0.3771,0.05,1,3.0,,,
6233,8.0,0.3541,0.05,3,14.0,,,
6234,3.0,0.2111,0.05,1,5.0,,,
6235,-1.0,0.3004,0.05,1,1.0,,,
6236,-3.0,0.3548,0.05,5,7.0,,,
6237,-2.0,0.3093,0.05,1,0.0,,,
6238,0.0,0.3188,0.05,2,4.0,,,
6239,-3.0,0.3691,0.05,2,1.0,,,
6240,-2.0,0.3124,0.05,3,4.0,,,
6241,7.0,0.296,0.05,4,15.0,,,
6242,0.0,0.3348,0.05,0,0.0,,,
6243,0.0,0.3444,0.05,0,0.0,,,
6244,13.0,0.2963,0.05,3,19.0,,,
6245,-2.0,0.3815,0.05,1,0.0,,,
6246,0.0,0.296,0.05,0,0.0,,,
6247,2.0,0.3761,0.05,1,4.0,,,
6248,-3.0,0.2503,0.05,2,1.0,,,
6249,6.0,0.347,0.05,2,10.0,,,
6250,0.0,0.3884,0.05,0,0.0,,,
6251,5.0,0.3818,0.05,2,9.0,,,
6252,-2.0,0.3399,0.05,2,2.0,,,
6253,7.0,0.3504,0.05,3,13.0,,,
6254,-2.0,0.4246,0.05,1,0.0,,,
6255,-1.0,0.3158,0.05,1,1.0,,,
6256,0.0,0.264,0.05,0,0.0,,,
6257,0.0,0.3411,0.05,0,0.0,,,
6258,4.0,0.3091,0.05,2,8.0,,,
6259,-1.0,0.3507,0.05,1,1.0,,,
6260,-2.0,0.344,0.05,2,2.0,,,
6261,0.0,0.3307,0.05,0,0.0,,,
6262,-2.0,0.3054,0.05,1,0.0,,,
6263,8.0,0.3195,0.05,2,12.0,,,
6264,25.0,0.3338,0.05,7,39.0,,,
6265,18.0,0.3284,0.05,3,24.0,,,
6266,0.0,0.3564,0.05,3,6.0,,,
6267,0.0,0.2432,0.05,0,0.0,,,
6268,-2.0,0.3911,0.05,1,0.0,,,
6269,10.0,0.3494,0.05,2,14.0,,,
6270,-6.0,0.3732,0.05,3,0.0,,,
6271,0.0,0.3422,0.05,0,0.0,,,
6272,0.0,0.2443,0.05,1,2.0,,,
6273,0.0,0.233,0.05,0,0.0,,,
6274,1.0,0.3106,0.05,2,5.0,,,
6275,-2.0,0.2721,0.05,1,0.0,,,
6276,-1.0,0.2954,0.05,1,1.0,,,
6277,4.0,0.2034,0.05,1,6.0,,,
6278,0.0,0.3438,0.05,2,4.0,,,
6279,-2.0,0.2757,0.05,1,0.0,,,
6280,0.0,0.2242,0.05,0,0.0,,,
6281,1.0,0.3484,0.05,2,5.0,,,
6282,0.0,0.2861,0.05,0,0.0,,,
6283,0.0,0.3,0.05,0,0.0,,,
6284,4.0,0.324,0.05,2,8.0,,,
6285,12.0,0.2577,0.05,3,18.0,,,
6286,22.0,0.2871,0.05,8,38.0,,,
6287,15.0,0.3592,0.05,4,23.0,,,
6288,-2.0,0.3452,0.05,1,0.0,,,
6289,0.0,0.3698,0.05,0,0.0,,,
6290,5.0,0.3752,0.05,3,11.0,,,
6291,0.0,0.3459,0.05,0,0.0,,,
6292,0.0,0.3793,0.05,0,0.0,,,
6293,0.0,0.3727,0.05,0,0.0,,,
6294,-2.0,0.2607,0.05,1,0.0,,,
6295,-2.0,0.404,0.05,1,0.0,,,
6296,2.0,0.3107,0.05,1,4.0,,,
6297,6.0,0.1888,0.05,5,16.0,,,
6298,-2.0,0.1999,0.05,1,0.0,,,
6299,0.0,0.2516,0.05,0,0.0,,,
6300,25.0,0.3366,0.05,7,39.0,,,
6301,19.0,0.3856,0.05,6,31.0,,,
6302,0.0,0.2951,0.05,0,0.0,,,
6303,2.0,0.4209,0.05,4,10.0,,,
6304,6.0,0.2158,0.05,4,14.0,,,
6305,0.0,0.3151,0.05,0,0.0,,,
6306,0.0,0.3321,0.05,0,0.0,,,
6307,0.0,0.3298,0.05,0,0.0,,,
6308,12.0,0.2411,0.05,7,26.0,,,
6309,-1.0,0.3269,0.05,1,1.0,,,
6310,0.0,0.3565,0.05,0,0.0,,,
6311,-3.0,0.3739,0.05,3,3.0,,,
6312,0.0,0.352,0.05,0,0.0,,,
6313,0.0,0.379,0.05,0,0.0,,,
6314,0.0,0.278,0.05,0,0.0,,,
6315,0.0,0.3925,0.05,0,0.0,,,
6316,16.0,0.3087,0.05,7,30.0,,,
6317,0.0,0.212,0.05,0,0.0,,,
6318,-4.0,0.3442,0.05,2,0.0,,,
6319,5.0,0.3563,0.05,1,7.0,,,
6320,4.0,0.2958,0.05,1,6.0,,,
6321,0.0,0.2853,0.05,0,0.0,,,
6322,0.0,0.3296,0.05,2,4.0,,,
6323,1.0,0.4012,0.05,1,3.0,,,
6324,36.0,0.2808,0.05,10,56.0,,,
6325,-2.0,0.3542,0.05,1,0.0,,,
6326,-1.0,0.3337,0.05,1,1.0,,,
6327,-1.0,0.2703,0.05,1,1.0,,,
6328,-1.0,0.3203,0.05,1,1.0,,,
6329,3.0,0.2821,0.05,1,5.0,,,
6330,0.0,0.3325,0.05,0,0.0,,,
6331,0.0,0.2593,0.05,1,2.0,,,
6332,10.0,0.2758,0.05,1,12.0,,,
6333,-4.0,0.332,0.05,2,0.0,,,
6334,2.0,0.3012,0.05,2,6.0,,,
6335,-2.0,0.3229,0.05,3,4.0,,,
6336,0.0,0.2159,0.05,2,4.0,,,
6337,11.0,0.3818,0.05,4,19.0,,,
6338,10.0,0.3331,0.05,4,18.0,,,
6339,0.0,0.3185,0.05,0,0.0,,,
6340,9.0,0.3324,0.05,3,15.0,,,
6341,0.0,0.353,0.05,5,10.0,,,
6342,0.0,0.2647,0.05,1,2.0,,,
6343,0.0,0.3263,0.05,0,0.0,,,
6344,-4.0,0.3076,0.05,2,0.0,,,
6345,4.0,0.248,0.05,2,8.0,,,
6346,0.0,0.3684,0.05,0,0.0,,,
6347,168.0,0.346,0.05,16,200.0,,,
6348,-4.0,0.4916,0.05,2,0.0,,,
6349,0.0,0.3834,0.05,0,0.0,,,
6350,-1.0,0.3408,0.05,1,1.0,,,
6351,0.0,0.3574,0.05,0,0.0,,,
6352,14.0,0.3299,0.05,6,26.0,,,
6353,-4.0,0.328,0.05,2,0.0,,,
6354,35.0,0.309,0.05,5,45.0,,,
6355,0.0,0.3813,0.05,0,0.0,,,
6356,1.0,0.2767,0.05,2,5.0,,,
6357,8.0,0.2836,0.05,2,12.0,,,
6358,-2.0,0.3291,0.05,1,0.0,,,
6359,0.0,0.2047,0.05,0,0.0,,,
6360,0.0,0.3345,0.05,0,0.0,,,
6361,2.0,0.3512,0.05,2,6.0,,,
6362,0.0,0.5081,0.05,0,0.0,,,
6363,36.0,0.2657,0.05,9,54.0,,,
6364,13.0,0.4237,0.05,8,29.0,,,
6365,2.0,0.2722,0.05,2,6.0,,,
6366,8.0,0.3482,0.05,6,20.0,,,
6367,0.0,0.3659,0.05,0,0.0,,,
6368,0.0,0.4054,0.05,0,0.0,,,
6369,11.0,0.3402,0.05,5,21.0,,,
6370,4.0,0.3885,0.05,2,8.0,,,
6371,-1.0,0.2825,0.05,1,1.0,,,
6372,0.0,0.3244,0.05,0,0.0,,,
6373,5.0,0.316,0.05,2,9.0,,,
6374,0.0,0.3151,0.05,0,0.0,,,
6375,4.0,0.1931,0.05,2,8.0,,,
6376,2.0,0.3634,0.05,2,6.0,,,
6377,0.0,0.3692,0.05,0,0.0,,,
6378,12.0,0.2943,0.05,5,22.0,,,
6379,0.0,0.2924,0.05,0,0.0,,,
6380,-2.0,0.3582,0.05,1,0.0,,,
6381,-4.0,0.3571,0.05,2,0.0,,,
6382,13.0,0.2743,0.05,5,23.0,,,
6383,-2.0,0.2942,0.05,1,0.0,,,
6384,4.0,0.3341,0.05,6,16.0,,,
6385,-3.0,0.3548,0.05,2,1.0,,,
6386,-2.0,0.2544,0.05,1,0.0,,,
6387,-2.0,0.3059,0.05,1,0.0,,,
6388,-1.0,0.4292,0.05,1,1.0,,,
6389,0.0,0.3071,0.05,0,0.0,,,
6390,0.0,0.2431,0.05,2,4.0,,,
6391,6.0,0.321,0.05,5,16.0,,,
6392,-5.0,0.2817,0.05,3,1.0,,,
6393,9.0,0.286,0.05,3,15.0,,,
6394,-1.0,0.3298,0.05,1,1.0,,,
6395,0.0,0.3328,0.05,2,4.0,,,
6396,0.0,0.3712,0.05,0,0.0,,,
6397,0.0,0.3658,0.05,0,0.0,,,
6398,0.0,0.314,0.05,0,0.0,,,
6399,13.0,0.3428,0.05,7,27.0,,,
6400,0.0,0.3416,0.05,0,0.0,,,
6401,0.0,0.3143,0.05,1,2.0,,,
6402,0.0,0.3765,0.05,0,0.0,,,
6403,63.0,0.3044,0.05,12,87.0,,,
6404,0.0,0.3678,0.05,0,0.0,,,
6405,-4.0,0.3171,0.05,2,0.0,,,
6406,-4.0,0.3138,0.05,2,0.0,,,
6407,8.0,0.3131,0.05,5,18.0,,,
6408,-2.0,0.288,0.05,1,0.0,,,
6409,0.0,0.0,0.05,0,0.0,,,
6410,-2.0,0.2277,0.05,1,0.0,,,
6411,0.0,0.3215,0.05,0,0.0,,,
6412,-4.0,0.5026,0.05,2,0.0,,,
6413,-2.0,0.4472,0.05,1,0.0,,,
6414,42.0,0.4076,0.05,9,60.0,,,
6415,2.0,0.2811,0.05,2,6.0,,,
6416,0.0,0.2503,0.05,0,0.0,,,
6417,9.0,0.3443,0.05,2,13.0,,,
6418,-2.0,0.2753,0.05,1,0.0,,,
6419,27.0,0.3271,0.05,9,45.0,,,
6420,-2.0,0.2898,0.05,1,0.0,,,
6421,-1.0,0.3636,0.05,1,1.0,,,
6422,11.0,0.2903,0.05,4,19.0,,,
6423,0.0,0.3737,0.05,0,0.0,,,
6424,0.0,0.3724,0.05,0,0.0,,,
6425,-2.0,0.4022,0.05,1,0.0,,,
6426,-4.0,0.34,0.05,2,0.0,,,
6427,-2.0,0.2995,0.05,1,0.0,,,
6428,0.0,0.2255,0.05,3,6.0,,,
6429,7.0,0.3696,0.05,2,11.0,,,
6430,8.0,0.3747,0.05,2,12.0,,,
6431,0.0,0.2455,0.05,0,0.0,,,
6432,9.0,0.3367,0.05,3,15.0,,,
6433,0.0,0.2923,0.05,0,0.0,,,
6434,0.0,0.3793,0.05,0,0.0,,,
6435,6.0,0.4047,0.05,3,12.0,,,
6436,7.0,0.2216,0.05,3,13.0,,,
6437,-2.0,0.3287,0.05,1,0.0,,,
6438,0.0,0.247,0.05,0,0.0,,,
6439,-2.0,0.342,0.05,1,0.0,,,
6440,0.0,0.2904,0.05,0,0.0,,,
6441,11.0,0.3987,0.05,3,17.0,,,
6442,-2.0,0.3035,0.05,1,0.0,,,
6443,-3.0,0.3782,0.05,3,3.0,,,
6444,35.0,0.3077,0.05,8,51.0,,,
6445,-2.0,0.3113,0.05,1,0.0,,,
6446,0.0,0.2573,0.05,0,0.0,,,
6447,0.0,0.2813,0.05,0,0.0,,,
6448,0.0,0.3188,0.05,1,2.0,,,
6449,3.0,0.3075,0.05,2,7.0,,,
6450,12.0,0.3701,0.05,5,22.0,,,
6451,5.0,0.2286,0.05,1,7.0,,,
6452,0.0,0.3349,0.05,0,0.0,,,
6453,-2.0,0.3034,0.05,1,0.0,,,
6454,-6.0,0.3014,0.05,3,0.0,,,
6455,0.0,0.2407,0.05,1,2.0,,,
6456,-2.0,0.3586,0.05,2,2.0,,,
6457,0.0,0.2885,0.05,0,0.0,,,
6458,25.0,0.3155,0.05,4,33.0,,,
6459,50.0,0.2155,0.05,5,60.0,,,
6460,0.0,0.3234,0.05,0,0.0,,,
6461,-1.0,0.3542,0.05,1,1.0,,,
6462,0.0,0.3341,0.05,0,0.0,,,
6463,15.0,0.322,0.05,5,25.0,,,
6464,-2.0,0.2813,0.05,1,0.0,,,
6465,0.0,0.3129,0.05,0,0.0,,,
6466,9.0,0.2774,0.05,3,15.0,,,
6467,0.0,0.3656,0.05,1,2.0,,,
6468,-4.0,0.2691,0.05,3,2.0,,,
6469,0.0,0.2805,0.05,0,0.0,,,
6470,-2.0,0.2955,0.05,1,0.0,,,
6471,3.0,0.3379,0.05,1,5.0,,,
6472,0.0,0.345,0.05,0,0.0,,,
6473,0.0,0.3163,0.05,1,2.0,,,
6474,0.0,0.2713,0.05,0,0.0,,,
6475,0.0,0.3146,0.05,0,0.0,,,
6476,6.0,0.2368,0.05,3,12.0,,,
6477,10.0,0.3095,0.05,9,28.0,,,
6478,-2.0,0.3591,0.05,1,0.0,,,
6479,1.0,0.2782,0.05,4,9.0,,,
6480,8.0,0.3559,0.05,2,12.0,,,
6481,-1.0,0.2254,0.05,1,1.0,,,
6482,0.0,0.3205,0.05,0,0.0,,,
6483,2.0,0.2997,0.05,1,4.0,,,
6484,-3.0,0.3795,0.05,2,1.0,,,
6485,58.0,0.3987,0.05,8,74.0,,,
6486,1.0,0.3173,0.05,2,5.0,,,
6487,0.0,0.3245,0.05,0,0.0,,,
6488,-1.0,0.2929,0.05,1,1.0,,,
6489,-2.0,0.3381,0.05,4,6.0,,,
6490,-1.0,0.4041,0.05,1,1.0,,,
6491,3.0,0.2362,0.05,3,9.0,,,
6492,-2.0,0.3165,0.05,1,0.0,,,
6493,15.0,0.3435,0.05,5,25.0,,,
6494,5.0,0.3677,0.05,5,15.0,,,
6495,-1.0,0.2815,0.05,5,9.0,,,
6496,-2.0,0.4183,0.05,1,0.0,,,
6497,-2.0,0.2537,0.05,1,0.0,,,
6498,-3.0,0.3686,0.05,2,1.0,,,
6499,0.0,0.3014,0.05,0,0.0,,,
6500,0.0,0.3508,0.05,1,2.0,0.5273,2.73,0.186
6501,16.0,0.2867,0.05,9,34.0,,,
6502,0.0,0.3367,0.05,0,0.0,,,
6503,2.0,0.2769,0.05,1,4.0,,,
6504,0.0,0.4547,0.05,0,0.0,,,
6505,0.0,0.3056,0.05,0,0.0,,,
6506,0.0,0.2884,0.05,0,0.0,,,
6507,2.0,0.2432,0.05,1,4.0,,,
6508,16.0,0.3369,0.05,4,24.0,,,
6509,0.0,0.2386,0.05,0,0.0,,,
6510,0.0,0.1744,0.05,0,0.0,,,
6511,0.0,0.3063,0.05,1,2.0,,,
6512,-4.0,0.4222,0.05,2,0.0,,,
6513,-1.0,0.3398,0.05,1,1.0,,,
6514,9.0,0.3241,0.05,1,11.0,,,
6515,0.0,0.3274,0.05,0,0.0,,,
6516,0.0,0.2547,0.05,1,2.0,,,
6517,2.0,0.3246,0.05,1,4.0,,,
6518,9.0,0.333,0.05,5,19.0,,,
6519,3.0,0.2612,0.05,6,15.0,,,
6520,-2.0,0.2913,0.05,1,0.0,,,
6521,0.0,0.3039,0.05,0,0.0,,,
6522,0.0,0.2834,0.05,0,0.0,,,
6523,-1.0,0.241,0.05,1,1.0,,,
6524,-2.0,0.2941,0.05,1,0.0,,,
6525,1.0,0.371,0.05,2,5.0,,,
6526,4.0,0.2964,0.05,2,8.0,,,
6527,7.0,0.3208,0.05,4,15.0,,,
6528,-2.0,0.3945,0.05,1,0.0,,,
6529,23.0,0.2511,0.05,9,41.0,,,
6530,-2.0,0.2994,0.05,1,0.0,,,
6531,-2.0,0.308,0.05,1,0.0,,,
6532,0.0,0.4794,0.05,0,0.0,,,
6533,-2.0,0.1291,0.05,1,0.0,,,
6534,-2.0,0.3045,0.05,1,0.0,,,
6535,0.0,0.2186,0.05,1,2.0,,,
6536,0.0,0.3434,0.05,0,0.0,,,
6537,-2.0,0.2417,0.05,1,0.0,,,
6538,-2.0,0.2052,0.05,1,0.0,,,
6539,0.0,0.3179,0.05,0,0.0,,,
6540,14.0,0.2828,0.05,5,24.0,,,
6541,8.0,0.3882,0.05,2,12.0,,,
6542,2.0,0.349,0.05,3,8.0,,,
6543,0.0,0.3034,0.05,4,8.0,,,
6544,7.0,0.2374,0.05,3,13.0,,,
6545,4.0,0.3026,0.05,1,6.0,,,
6546,5.0,0.226,0.05,2,9.0,,,
6547,0.0,0.2988,0.05,0,0.0,,,
6548,6.0,0.3877,0.05,3,12.0,,,
6549,-4.0,0.2899,0.05,2,0.0,,,
6550,4.0,0.2828,0.05,1,6.0,,,
6551,0.0,0.3509,0.05,1,2.0,,,
6552,28.0,0.3407,0.05,6,40.0,,,
6553,0.0,0.3253,0.05,0,0.0,,,
6554,0.0,0.3416,0.05,0,0.0,,,
6555,0.0,0.2853,0.05,0,0.0,,,
6556,0.0,0.3618,0.05,0,0.0,,,
6557,-2.0,0.4074,0.05,1,0.0,,,
6558,0.0,0.2892,0.05,1,2.0,,,
6559,0.0,0.3052,0.05,0,0.0,,,
6560,0.0,0.2683,0.05,0,0.0,,,
6561,-2.0,0.3185,0.05,2,2.0,,,
6562,0.0,0.4253,0.05,0,0.0,,,
6563,4.0,0.2942,0.05,5,14.0,,,
6564,7.0,0.2512,0.05,4,15.0,,,
6565,-2.0,0.3784,0.05,1,0.0,,,
6566,-1.0,0.3553,0.05,5,9.0,,,
6567,32.0,0.3062,0.05,8,48.0,,,
6568,6.0,0.3641,0.05,5,16.0,,,
6569,0.0,0.3008,0.05,0,0.0,,,
6570,0.0,0.3811,0.05,0,0.0,,,
6571,0.0,0.3256,0.05,0,0.0,,,
6572,1.0,0.267,0.05,2,5.0,,,
6573,1.0,0.2701,0.05,2,5.0,,,
6574,-3.0,0.2756,0.05,2,1.0,,,
6575,0.0,0.2488,0.05,3,6.0,,,
6576,-2.0,0.3407,0.05,2,2.0,,,
6577,0.0,0.3569,0.05,0,0.0,,,
6578,0.0,0.3013,0.05,0,0.0,,,
6579,6.0,0.2941,0.05,2,10.0,,,
6580,-2.0,0.292,0.05,2,2.0,,,
6581,7.0,0.304,0.05,2,11.0,,,
6582,3.0,0.2912,0.05,2,7.0,,,
6583,20.0,0.4789,0.05,4,28.0,,,
6584,-2.0,0.3233,0.05,1,0.0,,,
6585,0.0,0.3032,0.05,0,0.0,,,
6586,0.0,0.3498,0.05,0,0.0,,,
6587,-4.0,0.2772,0.05,2,0.0,,,
6588,14.0,0.2805,0.05,4,22.0,,,
6589,17.0,0.3194,0.05,4,25.0,,,
6590,-2.0,0.3114,0.05,1,0.0,,,
6591,-1.0,0.2407,0.05,3,5.0,,,
6592,-4.0,0.3266,0.05,2,0.0,,,
6593,2.0,0.2442,0.05,1,4.0,,,
6594,-2.0,0.3088,0.05,1,0.0,,,
6595,1.0,0.2659,0.05,2,5.0,,,
6596,0.0,0.2947,0.05,1,2.0,,,
6597,2.0,0.3157,0.05,3,8.0,,,
6598,3.0,0.3173,0.05,1,5.0,,,
6599,-2.0,0.3874,0.05,1,0.0,,,
6600,-3.0,0.3463,0.05,2,1.0,,,
6601,0.0,0.2969,0.05,0,0.0,,,
6602,-5.0,0.2982,0.05,3,1.0,,,
6603,0.0,0.308,0.05,2,4.0,,,
6604,-2.0,0.3115,0.05,5,8.0,,,
6605,0.0,0.2714,0.05,0,0.0,,,
6606,0.0,0.3422,0.05,0,0.0,,,
6607,0.0,0.3334,0.05,0,0.0,,,
6608,4.0,0.3818,0.05,7,18.0,,,
6609,-4.0,0.2524,0.05,2,0.0,,,
6610,-2.0,0.2749,0.05,1,0.0,,,
6611,10.0,0.2762,0.05,4,18.0,,,
6612,2.0,0.3228,0.05,2,6.0,,,
6613,0.0,0.274,0.05,0,0.0,,,
6614,-2.0,0.3986,0.05,1,0.0,,,
6615,14.0,0.2927,0.05,5,24.0,,,
6616,-2.0,0.2648,0.05,1,0.0,,,
6617,10.0,0.3385,0.05,3,16.0,,,
6618,-4.0,0.3213,0.05,2,0.0,,,
6619,-2.0,0.3292,0.05,1,0.0,,,
6620,19.0,0.3128,0.05,2,23.0,,,
6621,0.0,0.3712,0.05,0,0.0,,,
6622,0.0,0.3951,0.05,0,0.0,,,
6623,0.0,0.2499,0.05,0,0.0,,,
6624,7.0,0.2597,0.05,1,9.0,,,
6625,7.0,0.347,0.05,3,13.0,,,
6626,3.0,0.3268,0.05,1,5.0,,,
6627,0.0,0.2204,0.05,0,0.0,,,
6628,-2.0,0.3849,0.05,1,0.0,,,
6629,-4.0,0.3147,0.05,3,2.0,,,
6630,4.0,0.274,0.05,3,10.0,,,
6631,0.0,0.3447,0.05,0,0.0,,,
6632,5.0,0.2647,0.05,2,9.0,,,
6633,-2.0,0.278,0.05,7,12.0,,,
6634,1.0,0.2147,0.05,2,5.0,,,
6635,0.0,0.2779,0.05,1,2.0,,,
6636,1.0,0.3031,0.05,2,5.0,,,
6637,-4.0,0.302,0.05,2,0.0,,,
6638,0.0,0.3473,0.05,0,0.0,,,
6639,26.0,0.3407,0.05,5,36.0,,,
6640,0.0,0.2413,0.05,0,0.0,,,
6641,-3.0,0.3372,0.05,2,1.0,,,
6642,-2.0,0.3233,0.05,1,0.0,,,
6643,26.0,0.3181,0.05,6,38.0,,,
6644,-5.0,0.239,0.05,5,5.0,,,
6645,21.0,0.2401,0.05,7,35.0,,,
6646,-2.0,0.3075,0.05,1,0.0,,,
6647,13.0,0.2957,0.05,2,17.0,,,
6648,-4.0,0.3523,0.05,2,0.0,,,
6649,0.0,0.2251,0.05,0,0.0,,,
6650,19.0,0.2681,0.05,4,27.0,,,
6651,0.0,0.2528,0.05,0,0.0,,,
6652,15.0,0.2669,0.05,5,25.0,,,
6653,0.0,0.2772,0.05,0,0.0,,,
6654,1.0,0.3597,0.05,5,11.0,,,
6655,7.0,0.3073,0.05,4,15.0,,,
6656,-1.0,0.2898,0.05,3,5.0,,,
6657,-2.0,0.3064,0.05,2,2.0,,,
6658,0.0,0.3161,0.05,0,0.0,,,
6659,5.0,0.4118,0.05,2,9.0,,,
6660,23.0,0.3663,0.05,4,31.0,,,
6661,0.0,0.1487,0.05,0,0.0,,,
6662,0.0,0.2687,0.05,0,0.0,,,
6663,2.0,0.2378,0.05,1,4.0,,,
6664,0.0,0.244,0.05,0,0.0,,,
6665,0.0,0.2886,0.05,0,0.0,,,
6666,-1.0,0.2732,0.05,2,3.0,,,
6667,0.0,0.2843,0.05,0,0.0,,,
6668,3.0,0.4068,0.05,2,7.0,,,
6669,5.0,0.3108,0.05,6,17.0,,,
6670,23.0,0.3208,0.05,4,31.0,,,
6671,0.0,0.2429,0.05,0,0.0,,,
6672,0.0,0.3079,0.05,2,4.0,,,
6673,-2.0,0.3229,0.05,1,0.0,,,
6674,0.0,0.3135,0.05,1,2.0,,,
6675,-2.0,0.2616,0.05,3,4.0,,,
6676,3.0,0.2816,0.05,4,11.0,,,
6677,-2.0,0.3582,0.05,1,0.0,,,
6678,13.0,0.3163,0.05,6,25.0,,,
6679,0.0,0.3859,0.05,0,0.0,,,
6680,0.0,0.2912,0.05,0,0.0,,,
6681,-2.0,0.3349,0.05,1,0.0,,,
6682,42.0,0.2911,0.05,6,54.0,,,
6683,-2.0,0.276,0.05,1,0.0,,,
6684,11.0,0.2735,0.05,2,15.0,,,
6685,0.0,0.3453,0.05,0,0.0,,,
6686,2.0,0.2945,0.05,2,6.0,,,
6687,-2.0,0.3173,0.05,1,0.0,,,
6688,-2.0,0.2295,0.05,1,0.0,,,
6689,5.0,0.2148,0.05,4,13.0,,,
6690,0.0,0.2404,0.05,4,8.0,,,
6691,0.0,0.2571,0.05,0,0.0,,,
6692,0.0,0.4029,0.05,0,0.0,,,
6693,3.0,0.4329,0.05,1,5.0,,,
6694,0.0,0.3461,0.05,1,2.0,,,
6695,0.0,0.3435,0.05,0,0.0,,,
