episode,reward,loss,epsilon,crops,captured,val_recall,val_crops,val_score
88,-2.0,0.9019,0.9415,7,12.0,,,
89,-10.0,0.9774,0.9408,5,0.0,,,
90,-8.0,1.1064,0.9405,4,0.0,,,
91,-16.0,0.9314,0.9395,8,0.0,,,
92,-2.0,0.7756,0.9393,1,0.0,,,
93,-8.0,0.6832,0.9388,4,0.0,,,
94,11.0,0.9473,0.9378,6,23.0,,,
95,-2.0,0.9408,0.9374,1,0.0,,,
96,8.0,0.9015,0.9364,8,24.0,,,
97,4.0,0.9391,0.9357,5,14.0,,,
98,-8.0,0.856,0.9351,4,0.0,,,
99,-14.0,0.8843,0.9346,7,0.0,,,
100,6.0,0.8543,0.9341,3,12.0,,,
101,0.0,0.9215,0.9332,6,12.0,,,
102,-8.0,1.0724,0.9327,4,0.0,,,
103,-6.0,1.0578,0.9322,3,0.0,,,
104,-8.0,0.92,0.9313,7,6.0,,,
105,-12.0,0.992,0.9305,9,6.0,,,
106,-4.0,0.9244,0.9302,2,0.0,,,
107,-10.0,0.8831,0.9292,5,0.0,,,
108,-6.0,0.8454,0.9289,3,0.0,,,
109,-2.0,0.9363,0.9279,6,10.0,,,
110,0.0,0.8388,0.9274,3,6.0,,,
111,-2.0,0.8412,0.9271,1,0.0,,,
112,-9.0,0.7937,0.9261,8,7.0,,,
113,10.0,0.9035,0.9252,4,18.0,,,
114,-11.0,0.9478,0.9243,6,1.0,,,
115,-8.0,0.9775,0.9234,7,6.0,,,
116,-6.0,0.8655,0.9227,9,12.0,,,
117,-12.0,0.8709,0.9221,6,0.0,,,
118,-10.0,0.7904,0.9215,5,0.0,,,
119,-7.0,0.9212,0.9211,4,1.0,,,
120,4.0,1.043,0.9206,3,10.0,,,
121,-5.0,0.9134,0.9199,6,7.0,,,
122,-3.0,0.7953,0.9189,8,13.0,,,
123,-3.0,1.0126,0.9182,2,1.0,,,
124,-6.0,0.878,0.9178,3,0.0,,,
125,-1.0,0.827,0.9173,3,5.0,,,
126,-8.0,0.8999,0.9167,4,0.0,,,
127,-3.0,0.9318,0.9157,7,11.0,,,
128,3.0,0.8074,0.9153,1,5.0,,,
129,-8.0,0.8656,0.9144,7,6.0,,,
130,20.0,0.9358,0.9135,5,30.0,,,
131,-8.0,0.8791,0.9125,7,6.0,,,
132,12.0,0.8962,0.9115,8,28.0,,,
133,-1.0,0.9972,0.9105,6,11.0,,,
134,-16.0,1.0541,0.9095,8,0.0,,,
135,-1.0,0.7307,0.9092,2,3.0,,,
136,-5.0,0.9968,0.9082,6,7.0,,,
137,-15.0,1.0999,0.9072,8,1.0,,,
138,-6.0,0.604,0.9068,3,0.0,,,
139,5.0,1.0477,0.9061,6,17.0,,,
140,-14.0,0.925,0.9053,7,0.0,,,
141,-6.0,1.1102,0.9044,4,2.0,,,
142,7.0,0.9379,0.9039,7,21.0,,,
143,-7.0,0.869,0.9032,6,5.0,,,
144,25.0,0.9638,0.9025,4,33.0,,,
145,-8.0,1.0213,0.902,4,0.0,,,
146,-4.0,0.827,0.9019,2,0.0,,,
147,-11.0,0.9759,0.9009,8,5.0,,,
148,-5.0,0.8308,0.9002,5,5.0,,,
149,-12.0,0.9338,0.8992,6,0.0,,,
150,-10.0,0.9432,0.8985,5,0.0,,,
151,-7.0,0.8469,0.8976,8,9.0,,,
152,-10.0,0.7302,0.897,5,0.0,,,
153,-4.0,0.8611,0.896,6,8.0,,,
154,-8.0,0.8133,0.8954,4,0.0,,,
155,-4.0,0.8532,0.8947,3,2.0,,,
156,11.0,0.919,0.8938,5,21.0,,,
157,-4.0,0.9743,0.893,3,2.0,,,
158,3.0,0.8521,0.8927,1,5.0,,,
159,1.0,0.8478,0.892,5,11.0,,,
160,-18.0,0.817,0.891,9,0.0,,,
161,-12.0,0.7814,0.89,6,0.0,,,
162,12.0,0.9934,0.889,6,24.0,,,
163,-6.0,0.9,0.888,6,6.0,,,
164,0.0,1.0181,0.8871,7,14.0,,,
165,-2.0,0.8218,0.8862,9,16.0,,,
166,12.0,1.0122,0.8857,5,22.0,,,
167,-8.0,0.8874,0.8851,4,0.0,,,
168,-10.0,0.9489,0.8841,7,4.0,,,
169,20.0,1.0257,0.8833,4,28.0,,,
170,6.0,0.9037,0.8825,7,20.0,,,
171,-8.0,0.941,0.8818,5,2.0,,,
172,-10.0,0.9808,0.8808,6,2.0,,,
173,7.0,0.9967,0.88,6,19.0,,,
174,-10.0,0.9745,0.879,5,0.0,,,
175,-6.0,1.1744,0.878,3,0.0,,,
176,-10.0,0.651,0.8774,6,2.0,,,
177,-7.0,0.9017,0.8767,7,7.0,,,
178,-3.0,0.8165,0.8762,4,5.0,,,
179,-3.0,0.9526,0.8758,2,1.0,,,
180,-10.0,1.0382,0.8751,5,0.0,,,
181,-12.0,1.0652,0.8744,6,0.0,,,
182,-4.0,0.8783,0.8737,2,0.0,,,
183,-6.0,1.0902,0.873,4,2.0,,,
184,-6.0,0.8871,0.8728,3,0.0,,,
185,-12.0,0.848,0.8718,6,0.0,,,
186,-6.0,0.9972,0.8707,10,14.0,,,
187,11.0,1.0518,0.8698,5,21.0,,,
188,-2.0,1.0009,0.8696,1,0.0,,,
189,6.0,1.1025,0.869,3,12.0,,,
190,16.0,0.9887,0.868,5,26.0,,,
191,9.0,1.1567,0.8674,7,23.0,,,
192,-2.0,0.9766,0.8671,1,0.0,,,
193,-2.0,1.3832,0.8669,1,0.0,,,
194,-2.0,1.0942,0.8666,1,0.0,,,
195,-4.0,0.8397,0.8659,3,2.0,,,
196,-5.0,0.9628,0.8654,3,1.0,,,
197,-12.0,0.9351,0.8647,6,0.0,,,
198,-8.0,1.0104,0.8641,4,0.0,,,
199,-12.0,1.0599,0.8633,6,0.0,,,
200,0.0,1.0951,0.8629,4,8.0,,,
201,5.0,0.9416,0.8622,5,15.0,,,
202,33.0,1.1567,0.8614,6,45.0,,,
203,-6.0,0.9739,0.8607,3,0.0,,,
204,-11.0,0.9873,0.8602,7,3.0,,,
205,15.0,1.1002,0.8595,6,27.0,,,
206,-1.0,1.3582,0.8593,2,3.0,,,
207,-7.0,0.9749,0.8586,6,5.0,,,
208,-12.0,1.0618,0.8578,6,0.0,,,
209,-8.0,1.1102,0.8573,4,0.0,,,
210,2.0,0.9739,0.8568,6,14.0,,,
211,0.0,1.1481,0.8563,3,6.0,,,
212,-8.0,1.0262,0.8553,4,0.0,,,
213,-14.0,0.9376,0.8543,8,2.0,,,
214,-4.0,0.9894,0.8538,2,0.0,,,
215,71.0,0.9938,0.853,7,85.0,,,
216,0.0,1.1954,0.8528,2,4.0,,,
217,-2.0,1.2026,0.8524,2,2.0,,,
218,0.0,0.9932,0.8521,3,6.0,,,
219,-9.0,0.8943,0.8511,6,3.0,,,
220,0.0,0.7755,0.8509,1,2.0,,,
221,1.0,0.933,0.8504,3,7.0,,,
222,-5.0,1.0423,0.8496,6,7.0,,,
223,-10.0,0.8318,0.849,5,0.0,,,
224,-16.0,1.1516,0.8481,8,0.0,,,
225,-6.0,1.1568,0.8474,3,0.0,,,
226,8.0,0.9798,0.8464,8,24.0,,,
227,-7.0,1.0183,0.8453,4,1.0,,,
228,-5.0,1.1865,0.8449,4,3.0,,,
229,-9.0,1.0523,0.8441,6,3.0,,,
230,-6.0,0.9526,0.8434,4,2.0,,,
231,8.0,1.0388,0.8428,4,16.0,,,
232,-7.0,0.9241,0.8421,4,1.0,,,
233,-12.0,1.0312,0.8413,8,4.0,,,
234,-10.0,1.2013,0.8408,5,0.0,,,
235,2.0,0.9826,0.8401,9,20.0,,,
236,-17.0,0.9029,0.8391,10,3.0,,,
237,-2.0,0.936,0.8386,3,4.0,,,
238,-12.0,1.0812,0.8381,6,0.0,,,
239,-7.0,0.9018,0.8376,4,1.0,,,
240,-4.0,0.9065,0.8366,3,2.0,,,
241,-5.0,0.8923,0.8362,3,1.0,,,
242,-6.0,0.8304,0.8355,4,2.0,,,
243,25.0,0.91,0.8345,11,47.0,,,
244,-2.0,0.9814,0.8338,2,2.0,,,
245,-14.0,0.8778,0.8328,8,2.0,,,
246,-4.0,0.991,0.8322,4,4.0,,,
247,25.0,0.9328,0.8314,4,33.0,,,
248,7.0,1.0959,0.8305,8,23.0,,,
249,47.0,0.9765,0.8298,6,59.0,,,
250,-4.0,1.0235,0.8295,2,0.0,,,
251,2.0,0.983,0.8287,8,18.0,,,
252,-5.0,0.9235,0.8277,9,13.0,,,
253,-15.0,1.0426,0.8267,8,1.0,,,
254,-5.0,1.059,0.8259,5,5.0,,,
255,-6.0,1.2093,0.8254,3,0.0,,,
256,-5.0,0.8453,0.8251,3,1.0,,,
257,-12.0,0.8632,0.8241,7,2.0,,,
258,3.0,0.9982,0.823,7,17.0,,,
259,29.0,1.0438,0.8221,10,49.0,,,
260,-16.0,1.0947,0.8211,8,0.0,,,
261,15.0,1.2189,0.8203,6,27.0,,,
262,4.0,1.0496,0.8197,5,14.0,,,
263,-6.0,0.9157,0.8189,4,2.0,,,
264,-2.0,0.8485,0.8185,1,0.0,,,
265,-12.0,1.007,0.818,6,0.0,,,
266,-1.0,0.9541,0.8173,4,7.0,,,
267,-2.0,1.1132,0.8172,1,0.0,,,
268,-4.0,1.1791,0.8166,5,6.0,,,
269,-7.0,1.1593,0.8157,4,1.0,,,
270,-14.0,0.881,0.8149,7,0.0,,,
271,11.0,0.9526,0.8143,5,21.0,,,
272,0.0,0.8661,0.8138,4,8.0,,,
273,3.0,1.1943,0.8133,4,11.0,,,
274,10.0,0.9439,0.8124,7,24.0,,,
275,-11.0,0.9983,0.8114,6,1.0,,,
276,8.0,1.2059,0.8104,9,26.0,,,
277,20.0,1.049,0.8096,6,32.0,,,
278,2.0,1.228,0.8085,7,16.0,,,
279,-10.0,1.0023,0.8075,5,0.0,,,
280,2.0,0.8922,0.807,3,8.0,,,
281,-8.0,1.025,0.8062,6,4.0,,,
282,42.0,0.9237,0.8052,11,64.0,,,
283,2.0,0.9871,0.8042,5,12.0,,,
284,-4.0,1.1273,0.8037,2,0.0,,,
285,-4.0,1.0777,0.8032,3,2.0,,,
286,-1.0,1.1393,0.8024,5,9.0,,,
287,5.0,0.9713,0.8019,3,11.0,,,
288,-2.0,0.0,0.8018,1,0.0,,,
289,-7.0,1.17,0.8012,5,3.0,,,
290,-7.0,1.0244,0.8004,5,3.0,,,
291,0.0,1.3441,0.8001,0,0.0,,,
292,-10.0,1.0225,0.7991,5,0.0,,,
293,2.0,0.975,0.7984,5,12.0,,,
294,3.0,1.093,0.7978,6,15.0,,,
295,-2.0,1.1479,0.7975,1,0.0,,,
296,-5.0,1.1267,0.7966,4,3.0,,,
297,0.0,1.1282,0.7964,0,0.0,,,
298,7.0,1.1326,0.7957,5,17.0,,,
299,0.0,0.941,0.7954,0,0.0,,,
300,-8.0,0.9948,0.7947,5,2.0,,,
301,-14.0,0.9356,0.7938,7,0.0,,,
302,3.0,0.9308,0.7932,3,9.0,,,
303,-7.0,0.9631,0.7921,4,1.0,,,
304,-8.0,0.9954,0.7914,4,0.0,,,
305,32.0,1.1473,0.7908,7,46.0,,,
306,-1.0,1.1633,0.7898,10,19.0,,,
307,6.0,0.9243,0.789,8,22.0,,,
308,-4.0,1.0346,0.7887,2,0.0,,,
309,15.0,1.013,0.7877,8,31.0,,,
310,7.0,1.0841,0.7868,3,13.0,,,
311,-3.0,0.9324,0.7864,2,1.0,,,
312,-4.0,1.0767,0.7857,5,6.0,,,
313,-5.0,1.2114,0.7849,4,3.0,,,
314,-16.0,0.9721,0.7839,8,0.0,,,
315,6.0,1.1324,0.7834,2,10.0,,,
316,-4.0,1.5184,0.7831,2,0.0,,,
317,-3.0,0.8784,0.7827,2,1.0,,,
318,20.0,1.0919,0.7817,8,36.0,,,
319,1.0,0.8411,0.7811,6,13.0,,,
320,-8.0,0.9454,0.7808,4,0.0,,,
321,-7.0,0.9585,0.7799,4,1.0,,,
322,-10.0,1.1806,0.7788,5,0.0,,,
323,-14.0,1.0081,0.7778,7,0.0,,,
324,-1.0,1.0788,0.7769,4,7.0,,,
325,4.0,1.0103,0.7759,7,18.0,,,
326,-11.0,0.9336,0.7749,9,7.0,,,
327,-4.0,1.1053,0.7739,4,4.0,,,
328,-3.0,1.079,0.7733,4,5.0,,,
329,-5.0,0.9743,0.7728,4,3.0,,,
330,1.0,1.1622,0.7724,2,5.0,,,
331,-3.0,1.0015,0.7721,2,1.0,,,
332,-10.0,1.0933,0.7716,6,2.0,,,
333,6.0,1.1199,0.771,4,14.0,,,
334,-13.0,1.0508,0.77,7,1.0,,,
335,0.0,1.2053,0.7694,5,10.0,,,
336,-11.0,0.9193,0.7685,7,3.0,,,
337,-17.0,1.0029,0.7675,9,1.0,,,
338,0.0,0.9011,0.7674,0,0.0,,,
339,-4.0,1.0234,0.7669,2,0.0,,,
340,-13.0,1.1413,0.7661,7,1.0,,,
341,-12.0,1.0068,0.7651,10,8.0,,,
342,-4.0,0.9606,0.7644,4,4.0,,,
343,-3.0,1.0941,0.764,3,3.0,,,
344,-1.0,1.2219,0.7629,7,13.0,,,
345,16.0,1.0059,0.7622,7,30.0,,,
346,-7.0,1.0787,0.7614,5,3.0,,,
347,5.0,1.022,0.761,3,11.0,,,
348,6.0,1.226,0.7606,2,10.0,,,
349,-8.0,1.0446,0.7599,4,0.0,,,
350,2.0,0.8928,0.7589,8,18.0,,,
351,-15.0,0.9678,0.7581,8,1.0,,,
352,-8.0,1.0252,0.7571,4,0.0,,,
353,-7.0,0.81,0.7562,5,3.0,,,
354,17.0,0.9402,0.7552,6,29.0,,,
355,-8.0,0.8545,0.7543,6,4.0,,,
356,-1.0,0.8984,0.7533,4,7.0,,,
357,0.0,1.0427,0.7524,10,20.0,,,
358,-2.0,1.0455,0.7518,1,0.0,,,
359,-3.0,0.9763,0.7515,2,1.0,,,
360,-6.0,0.9911,0.751,4,2.0,,,
361,-14.0,0.993,0.7502,7,0.0,,,
362,-3.0,1.0285,0.7496,4,5.0,,,
363,-4.0,0.9278,0.7489,3,2.0,,,
364,-6.0,0.999,0.7479,8,10.0,,,
365,15.0,0.8708,0.7469,9,33.0,,,
366,-9.0,0.9859,0.7459,5,1.0,,,
367,12.0,1.0854,0.7449,8,28.0,,,
368,11.0,0.9031,0.7443,4,19.0,,,
369,0.0,1.0702,0.7439,0,0.0,,,
370,-4.0,1.0641,0.7431,5,6.0,,,
371,6.0,0.8759,0.7424,6,18.0,,,
372,-5.0,0.8552,0.7417,6,7.0,,,
373,-2.0,1.0793,0.7413,1,0.0,,,
374,6.0,1.1069,0.7403,7,20.0,,,
375,-10.0,0.9265,0.7394,7,4.0,,,
376,9.0,0.8657,0.7389,3,15.0,,,
377,3.0,1.0587,0.7384,3,9.0,,,
378,-20.0,1.0974,0.7376,10,0.0,,,
379,-5.0,1.0317,0.7366,5,5.0,,,
380,-6.0,1.0728,0.7358,7,8.0,,,
381,-19.0,0.9751,0.7348,11,3.0,,,
382,-7.0,0.8501,0.7342,4,1.0,,,
383,-3.0,1.1678,0.7332,6,9.0,,,
384,2.0,1.1643,0.7324,6,14.0,,,
385,-10.0,1.1316,0.7317,5,0.0,,,
386,0.0,1.0103,0.731,1,2.0,,,
387,-4.0,1.0787,0.73,2,0.0,,,
388,107.0,1.0452,0.729,11,129.0,,,
389,5.0,0.8632,0.7282,7,19.0,,,
390,4.0,1.1221,0.7276,3,10.0,,,
391,-7.0,0.8463,0.7266,4,1.0,,,
392,4.0,0.9593,0.726,2,8.0,,,
393,-8.0,0.784,0.7254,6,4.0,,,
394,-11.0,0.8745,0.7244,9,7.0,,,
395,0.0,1.1029,0.7241,0,0.0,,,
396,71.0,1.0892,0.7231,9,89.0,,,
397,-4.0,0.9481,0.7225,3,2.0,,,
398,-3.0,0.9557,0.7218,2,1.0,,,
399,-3.0,1.2748,0.721,5,7.0,,,
400,-13.0,0.997,0.7202,7,1.0,,,
401,0.0,0.9403,0.7196,3,6.0,,,
402,-6.0,0.7819,0.7187,7,8.0,,,
403,-5.0,1.0013,0.7181,3,1.0,,,
404,-8.0,0.9341,0.7173,4,0.0,,,
405,19.0,1.189,0.7165,5,29.0,,,
406,-14.0,0.8792,0.7154,9,4.0,,,
407,-1.0,0.9222,0.715,2,3.0,,,
408,3.0,1.0046,0.7144,5,13.0,,,
409,-7.0,1.097,0.7135,7,7.0,,,
410,10.0,0.8817,0.7131,2,14.0,,,
411,-6.0,0.9439,0.7121,4,2.0,,,
412,0.0,0.7461,0.7118,0,0.0,,,
413,0.0,0.8269,0.7113,0,0.0,,,
414,5.0,1.2104,0.7103,8,21.0,,,
415,-7.0,1.1507,0.7097,4,1.0,,,
416,-6.0,0.7649,0.7093,3,0.0,,,
417,-10.0,0.9347,0.7083,6,2.0,,,
418,-16.0,0.9525,0.7073,8,0.0,,,
419,-6.0,1.0466,0.7065,3,0.0,,,
420,-12.0,0.9731,0.7058,6,0.0,,,
421,9.0,1.0765,0.705,5,19.0,,,
422,7.0,0.8957,0.7042,8,23.0,,,
423,-2.0,1.2095,0.704,1,0.0,,,
424,-4.0,1.0964,0.7031,3,2.0,,,
425,2.0,1.0013,0.7028,2,6.0,,,
426,-5.0,0.9871,0.7021,6,7.0,,,
427,6.0,0.9609,0.7013,5,16.0,,,
428,-4.0,0.877,0.7003,3,2.0,,,
429,-2.0,0.9732,0.6999,1,0.0,,,
430,5.0,0.9954,0.6989,5,15.0,,,
431,-4.0,0.6617,0.6982,2,0.0,,,
432,7.0,1.1769,0.6975,8,23.0,,,
433,-2.0,0.9503,0.6967,6,10.0,,,
434,6.0,0.991,0.6964,2,10.0,,,
435,-4.0,0.8994,0.6957,2,0.0,,,
436,-2.0,1.0401,0.6953,1,0.0,,,
437,-1.0,0.8302,0.6949,2,3.0,,,
438,-10.0,0.8121,0.694,7,4.0,,,
439,-5.0,0.9749,0.6936,5,5.0,,,
440,0.0,0.7677,0.6933,0,0.0,,,
441,-11.0,0.8798,0.6926,9,7.0,,,
442,1.0,0.9735,0.6921,4,9.0,,,
443,-2.0,0.8751,0.6917,1,0.0,,,
444,-14.0,1.1398,0.6907,7,0.0,,,
445,15.0,0.949,0.6903,3,21.0,,,
446,4.0,1.1274,0.6897,1,6.0,,,
447,-15.0,1.0701,0.6887,9,3.0,,,
448,0.0,1.051,0.6876,4,8.0,,,
449,-6.0,0.9484,0.6873,3,0.0,,,
450,-11.0,1.0551,0.6863,10,9.0,,,
451,-4.0,1.1011,0.6858,4,4.0,,,
452,-17.0,1.1463,0.6848,10,3.0,,,
453,1.0,0.9198,0.684,5,11.0,,,
454,-12.0,0.9636,0.683,6,0.0,,,
455,4.0,1.0755,0.6825,4,12.0,,,
456,-2.0,1.0595,0.6821,3,4.0,,,
457,-8.0,0.9141,0.6811,5,2.0,,,
458,-10.0,0.8661,0.6802,5,0.0,,,
459,-9.0,0.9495,0.6795,6,3.0,,,
460,27.0,0.9946,0.6785,11,49.0,,,
461,-3.0,1.0035,0.678,2,1.0,,,
462,-6.0,0.9546,0.6772,3,0.0,,,
463,1.0,1.0339,0.6766,3,7.0,,,
464,2.0,0.9424,0.6756,7,16.0,,,
465,-7.0,1.0238,0.6747,7,7.0,,,
466,23.0,1.0057,0.6742,4,31.0,,,
467,0.0,1.02,0.6732,8,16.0,,,
468,14.0,0.8705,0.6726,6,26.0,,,
469,-2.0,0.8104,0.6722,1,0.0,,,
470,-4.0,1.0704,0.6719,2,0.0,,,
471,14.0,0.9922,0.6712,8,30.0,,,
472,2.0,1.0055,0.6705,3,8.0,,,
473,-10.0,0.9783,0.6697,5,0.0,,,
474,-2.0,1.1617,0.6691,4,6.0,,,
475,0.0,1.1219,0.6686,4,8.0,,,
476,-1.0,0.8473,0.6676,1,1.0,,,
477,3.0,1.1129,0.6668,5,13.0,,,
478,-6.0,1.1287,0.6665,3,0.0,,,
479,-2.0,1.4522,0.6663,1,0.0,,,
480,49.0,1.0668,0.6656,6,61.0,,,
481,8.0,1.0942,0.6649,6,20.0,,,
482,-5.0,0.9407,0.6639,6,7.0,,,
483,-18.0,1.0938,0.6629,9,0.0,,,
484,17.0,0.8073,0.6622,7,31.0,,,
485,-6.0,1.178,0.6612,3,0.0,,,
486,-3.0,0.9753,0.6607,2,1.0,,,
487,-4.0,0.985,0.6602,2,0.0,,,
488,7.0,0.9422,0.6595,4,15.0,,,
489,-2.0,1.1506,0.6585,8,14.0,,,
490,0.0,1.0289,0.6575,5,10.0,,,
491,-8.0,1.0645,0.6565,4,0.0,,,
492,11.0,0.8032,0.6556,8,27.0,,,
493,5.0,1.0695,0.655,4,13.0,,,
494,3.0,1.0163,0.6545,3,9.0,,,
495,2.0,0.9306,0.654,4,10.0,,,
496,-12.0,0.7869,0.653,7,2.0,,,
497,-6.0,0.9943,0.6524,3,0.0,,,
498,33.0,0.9949,0.6516,8,49.0,,,
499,1.0,1.0909,0.6512,2,5.0,,,
500,-18.0,1.0108,0.6502,9,0.0,0.5936,3.617,0.1415
501,12.0,0.9901,0.6492,5,22.0,,,
502,-7.0,1.0931,0.6484,4,1.0,,,
503,-3.0,0.9141,0.6479,2,1.0,,,
504,0.0,1.4396,0.6477,0,0.0,,,
505,-2.0,1.0303,0.6473,1,0.0,,,
506,-11.0,0.9415,0.6463,6,1.0,,,
507,-2.0,0.8639,0.6462,1,0.0,,,
508,-6.0,1.0448,0.6455,3,0.0,,,
509,3.0,0.8977,0.6451,3,9.0,,,
510,-9.0,1.0433,0.6441,11,13.0,,,
511,-4.0,0.9779,0.6434,3,2.0,,,
512,-11.0,1.0312,0.6424,7,3.0,,,
513,18.0,1.3153,0.6419,5,28.0,,,
514,-3.0,0.9586,0.6408,2,1.0,,,
515,8.0,0.9635,0.6402,6,20.0,,,
516,3.0,1.0946,0.6395,5,13.0,,,
517,-10.0,1.0661,0.6389,5,0.0,,,
518,-4.0,1.0961,0.6381,2,0.0,,,
519,-2.0,1.033,0.637,5,8.0,,,
520,-3.0,0.9277,0.6365,3,3.0,,,
521,6.0,0.9811,0.6355,3,12.0,,,
522,5.0,1.1235,0.635,4,13.0,,,
523,-4.0,1.1149,0.6345,2,0.0,,,
524,-10.0,0.7843,0.6338,6,2.0,,,
525,-6.0,0.826,0.6332,3,0.0,,,
526,-11.0,0.8542,0.6322,6,1.0,,,
527,14.0,0.9153,0.6315,5,24.0,,,
528,0.0,1.2836,0.6313,0,0.0,,,
529,-8.0,0.8927,0.6303,4,0.0,,,
530,7.0,1.1053,0.6293,6,19.0,,,
531,8.0,0.7934,0.6285,10,28.0,,,
532,-2.0,0.9589,0.6275,5,8.0,,,
533,-2.0,0.9172,0.6271,1,0.0,,,
534,-8.0,0.9544,0.6263,5,2.0,,,
535,-8.0,0.8242,0.626,4,0.0,,,
536,-2.0,0.9731,0.6252,4,6.0,,,
537,-6.0,0.8125,0.6244,3,0.0,,,
538,16.0,1.0175,0.6234,9,34.0,,,
539,-6.0,1.2616,0.6229,3,0.0,,,
540,-7.0,1.0414,0.6219,8,9.0,,,
541,-4.0,0.8923,0.6209,8,12.0,,,
542,-2.0,0.8621,0.6201,6,10.0,,,
543,7.0,0.8968,0.6196,6,19.0,,,
544,2.0,0.9298,0.6185,3,8.0,,,
545,-3.0,1.1205,0.6175,4,5.0,,,
546,0.0,0.88,0.6171,1,2.0,,,
547,-12.0,0.9704,0.6161,6,0.0,,,
548,-6.0,0.8752,0.6158,3,0.0,,,
