episode,reward,loss,epsilon,crops,captured,val_recall,val_crops,val_score
2238,4.0,0.7172,0.05,4,6.0,,,
2239,18.5,0.9818,0.05,5,21.0,,,
2240,14.0,0.8174,0.05,4,16.0,,,
2241,11.0,0.8051,0.05,4,13.0,,,
2242,-0.5,1.3669,0.05,1,0.0,,,
2243,-0.5,0.9032,0.05,5,2.0,,,
2244,4.5,0.9451,0.05,5,7.0,,,
2245,4.5,1.0925,0.05,3,6.0,,,
2246,-1.5,0.8007,0.05,3,0.0,,,
2247,7.5,0.9929,0.05,5,10.0,,,
2248,16.5,0.9786,0.05,3,18.0,,,
2249,0.0,0.8375,0.05,0,0.0,,,
2250,-3.5,0.8548,0.05,7,0.0,,,
2251,-1.5,0.969,0.05,3,0.0,,,
2252,14.5,0.8518,0.05,11,20.0,,,
2253,-1.0,1.094,0.05,2,0.0,,,
2254,0.5,0.8142,0.05,7,4.0,,,
2255,-2.0,1.0595,0.05,8,2.0,,,
2256,24.0,0.7921,0.05,10,29.0,,,
2257,19.5,0.8795,0.05,7,23.0,,,
2258,11.0,0.7038,0.05,8,15.0,,,
2259,-1.0,0.9709,0.05,2,0.0,,,
2260,-1.0,0.8348,0.05,2,0.0,,,
2261,-3.0,0.875,0.05,8,1.0,,,
2262,0.0,0.821,0.05,0,0.0,,,
2263,0.5,0.6528,0.05,1,1.0,,,
2264,-1.0,0.9858,0.05,4,1.0,,,
2265,0.0,0.7616,0.05,0,0.0,,,
2266,-1.0,0.7768,0.05,2,0.0,,,
2267,-1.5,0.7406,0.05,3,0.0,,,
2268,11.0,0.9089,0.05,8,15.0,,,
2269,-1.5,1.0089,0.05,7,2.0,,,
2270,15.5,0.9316,0.05,5,18.0,,,
2271,50.0,0.7766,0.05,16,58.0,,,
2272,5.5,0.7574,0.05,3,7.0,,,
2273,-0.5,0.802,0.05,9,4.0,,,
2274,9.5,0.9597,0.05,7,13.0,,,
2275,-1.5,0.8212,0.05,3,0.0,,,
2276,23.0,0.8546,0.05,8,27.0,,,
2277,1.5,0.9293,0.05,3,3.0,,,
2278,-0.5,0.4551,0.05,1,0.0,,,
2279,-1.0,0.9275,0.05,2,0.0,,,
2280,25.5,0.8452,0.05,7,29.0,,,
2281,0.0,1.1612,0.05,0,0.0,,,
2282,-1.0,0.9188,0.05,2,0.0,,,
2283,-1.0,0.7732,0.05,2,0.0,,,
2284,122.0,0.8469,0.05,14,129.0,,,
2285,-1.0,1.0243,0.05,2,0.0,,,
2286,10.5,0.9456,0.05,7,14.0,,,
2287,-3.0,0.9061,0.05,6,0.0,,,
2288,24.0,0.8899,0.05,12,30.0,,,
2289,23.0,0.9583,0.05,10,28.0,,,
2290,0.0,0.6982,0.05,2,1.0,,,
2291,-1.0,0.9039,0.05,2,0.0,,,
2292,8.5,0.9089,0.05,7,12.0,,,
2293,50.5,0.8717,0.05,13,57.0,,,
2294,0.0,0.8304,0.05,0,0.0,,,
2295,58.5,1.0486,0.05,11,64.0,,,
2296,-1.5,0.9332,0.05,3,0.0,,,
2297,1.0,0.7956,0.05,4,3.0,,,
2298,109.0,0.6996,0.05,12,115.0,,,
2299,33.5,0.996,0.05,9,38.0,,,
2300,0.0,1.0659,0.05,2,1.0,,,
2301,4.0,0.8315,0.05,4,6.0,,,
2302,43.5,0.9463,0.05,11,49.0,,,
2303,5.0,1.1883,0.05,4,7.0,,,
2304,20.0,0.8985,0.05,12,26.0,,,
2305,-1.0,0.9262,0.05,10,4.0,,,
2306,3.5,0.7701,0.05,3,5.0,,,
2307,7.0,0.7928,0.05,6,10.0,,,
2308,2.0,0.7838,0.05,2,3.0,,,
2309,5.0,1.1916,0.05,4,7.0,,,
2310,54.0,0.7944,0.05,12,60.0,,,
2311,-0.5,0.9306,0.05,1,0.0,,,
2312,27.0,0.8442,0.05,10,32.0,,,
2313,14.5,1.0108,0.05,5,17.0,,,
2314,28.0,0.6875,0.05,8,32.0,,,
2315,1.5,0.9066,0.05,1,2.0,,,
2316,23.0,0.7695,0.05,6,26.0,,,
2317,0.5,0.908,0.05,13,7.0,,,
2318,0.0,0.7703,0.05,0,0.0,,,
2319,1.0,0.7499,0.05,4,3.0,,,
2320,37.5,1.09,0.05,13,44.0,,,
2321,0.0,0.8731,0.05,0,0.0,,,
2322,20.0,0.673,0.05,4,22.0,,,
2323,22.5,0.7935,0.05,9,27.0,,,
2324,5.5,0.8202,0.05,3,7.0,,,
2325,6.0,0.741,0.05,6,9.0,,,
2326,-0.5,0.8583,0.05,1,0.0,,,
2327,4.5,0.8474,0.05,3,6.0,,,
2328,1.5,0.8668,0.05,5,4.0,,,
2329,-3.0,0.8611,0.05,6,0.0,,,
2330,6.5,0.9884,0.05,3,8.0,,,
2331,4.0,0.9267,0.05,10,9.0,,,
2332,24.5,1.0222,0.05,11,30.0,,,
2333,19.5,0.7873,0.05,3,21.0,,,
2334,0.0,0.647,0.05,0,0.0,,,
2335,11.0,0.7826,0.05,6,14.0,,,
2336,-1.0,0.8544,0.05,4,1.0,,,
2337,0.0,0.8591,0.05,6,3.0,,,
2338,-0.5,0.8354,0.05,1,0.0,,,
2339,0.0,0.7074,0.05,0,0.0,,,
2340,4.0,0.8338,0.05,8,8.0,,,
2341,5.0,0.8332,0.05,4,7.0,,,
2342,17.5,0.872,0.05,7,21.0,,,
2343,0.0,1.0109,0.05,4,2.0,,,
2344,0.0,0.8145,0.05,0,0.0,,,
2345,-0.5,0.8753,0.05,1,0.0,,,
2346,3.0,0.955,0.05,2,4.0,,,
2347,38.5,0.8918,0.05,15,46.0,,,
2348,5.5,1.1887,0.05,3,7.0,,,
2349,0.0,0.8005,0.05,0,0.0,,,
2350,5.5,0.9101,0.05,5,8.0,,,
2351,-1.5,0.9936,0.05,3,0.0,,,
2352,3.0,1.2392,0.05,2,4.0,,,
2353,-1.5,1.0269,0.05,3,0.0,,,
2354,1.5,0.8411,0.05,1,2.0,,,
2355,-2.0,0.9066,0.05,4,0.0,,,
2356,6.0,0.986,0.05,4,8.0,,,
2357,5.0,1.2084,0.05,4,7.0,,,
2358,3.5,0.9246,0.05,3,5.0,,,
2359,0.0,1.152,0.05,0,0.0,,,
2360,-1.0,0.9475,0.05,2,0.0,,,
2361,0.0,1.0182,0.05,0,0.0,,,
2362,-0.5,0.9951,0.05,1,0.0,,,
2363,0.5,0.7497,0.05,3,2.0,,,
2364,0.0,0.9713,0.05,0,0.0,,,
2365,0.0,0.6987,0.05,0,0.0,,,
2366,2.5,0.9174,0.05,3,4.0,,,
2367,19.5,0.8661,0.05,5,22.0,,,
2368,5.5,0.912,0.05,5,8.0,,,
2369,3.0,0.9208,0.05,8,7.0,,,
2370,22.5,0.9318,0.05,7,26.0,,,
2371,-2.0,0.9109,0.05,12,4.0,,,
2372,22.5,0.8116,0.05,9,27.0,,,
2373,-0.5,0.7779,0.05,1,0.0,,,
2374,36.0,0.7675,0.05,12,42.0,,,
2375,-1.5,0.7428,0.05,3,0.0,,,
2376,8.0,0.8795,0.05,4,10.0,,,
2377,-1.5,0.7613,0.05,3,0.0,,,
2378,47.5,1.0033,0.05,11,53.0,,,
2379,0.0,0.9578,0.05,0,0.0,,,
2380,-0.5,0.9533,0.05,1,0.0,,,
2381,8.0,1.0452,0.05,6,11.0,,,
2382,38.0,0.9957,0.05,14,45.0,,,
2383,-0.5,0.675,0.05,1,0.0,,,
2384,0.0,0.9021,0.05,0,0.0,,,
2385,0.0,0.7594,0.05,4,2.0,,,
2386,40.5,0.8827,0.05,13,47.0,,,
2387,1.0,0.8792,0.05,2,2.0,,,
2388,0.5,0.6225,0.05,1,1.0,,,
2389,3.0,0.9264,0.05,2,4.0,,,
2390,91.5,0.778,0.05,15,99.0,,,
2391,0.5,1.0052,0.05,5,3.0,,,
2392,15.5,0.7667,0.05,5,18.0,,,
2393,-0.5,0.9457,0.05,3,1.0,,,
2394,12.0,0.9491,0.05,10,17.0,,,
2395,-0.5,0.8261,0.05,1,0.0,,,
2396,0.5,0.7311,0.05,1,1.0,,,
2397,0.0,0.7408,0.05,0,0.0,,,
2398,42.0,0.762,0.05,10,47.0,,,
2399,-0.5,0.8643,0.05,1,0.0,,,
2400,1.5,0.7735,0.05,5,4.0,,,
2401,-2.0,0.8272,0.05,8,2.0,,,
2402,15.5,0.822,0.05,7,19.0,,,
2403,40.5,0.76,0.05,7,44.0,,,
2404,20.0,0.9245,0.05,10,25.0,,,
2405,15.0,0.8112,0.05,4,17.0,,,
2406,1.5,0.8216,0.05,9,6.0,,,
2407,-0.5,0.9427,0.05,1,0.0,,,
2408,10.0,1.0917,0.05,6,13.0,,,
2409,11.0,0.9438,0.05,6,14.0,,,
2410,-1.0,0.8927,0.05,4,1.0,,,
2411,1.5,0.7278,0.05,7,5.0,,,
2412,-0.5,0.9784,0.05,1,0.0,,,
2413,-0.5,0.629,0.05,1,0.0,,,
2414,-0.5,0.9735,0.05,1,0.0,,,
2415,-1.0,0.8742,0.05,2,0.0,,,
2416,5.5,0.7855,0.05,5,8.0,,,
2417,52.5,0.7219,0.05,15,60.0,,,
2418,4.0,1.0884,0.05,2,5.0,,,
2419,14.0,0.8811,0.05,10,19.0,,,
2420,1.5,0.9017,0.05,5,4.0,,,
2421,56.5,0.9014,0.05,11,62.0,,,
2422,-1.0,0.959,0.05,2,0.0,,,
2423,11.5,0.9271,0.05,9,16.0,,,
2424,35.5,1.0037,0.05,9,40.0,,,
2425,3.0,0.8666,0.05,4,5.0,,,
2426,0.5,0.9906,0.05,1,1.0,,,
2427,2.0,0.9618,0.05,2,3.0,,,
2428,-1.0,0.8079,0.05,2,0.0,,,
2429,26.0,0.9639,0.05,10,31.0,,,
2430,12.0,0.9581,0.05,8,16.0,,,
2431,12.5,0.9564,0.05,7,16.0,,,
2432,23.5,0.9305,0.05,13,30.0,,,
2433,-0.5,0.4705,0.05,1,0.0,,,
2434,14.0,0.7359,0.05,6,17.0,,,
2435,15.5,0.8149,0.05,15,23.0,,,
2436,-1.0,0.8728,0.05,4,1.0,,,
2437,6.5,0.6965,0.05,5,9.0,,,
2438,16.5,0.9632,0.05,5,19.0,,,
2439,1.0,0.884,0.05,6,4.0,,,
2440,25.0,0.7616,0.05,14,32.0,,,
2441,-1.0,0.9096,0.05,2,0.0,,,
2442,21.0,0.7664,0.05,8,25.0,,,
2443,-0.5,0.8633,0.05,1,0.0,,,
2444,10.0,0.9288,0.05,6,13.0,,,
2445,17.0,0.7609,0.05,10,22.0,,,
2446,26.5,0.9255,0.05,9,31.0,,,
2447,0.5,0.9643,0.05,3,2.0,,,
2448,0.0,0.6724,0.05,0,0.0,,,
2449,2.5,0.8121,0.05,3,4.0,,,
2450,-0.5,0.9085,0.05,1,0.0,,,
2451,-0.5,0.9251,0.05,1,0.0,,,
2452,2.5,0.8914,0.05,5,5.0,,,
2453,-1.5,0.8979,0.05,7,2.0,,,
2454,-2.0,0.8624,0.05,4,0.0,,,
2455,13.5,0.9879,0.05,11,19.0,,,
2456,55.0,0.8766,0.05,16,63.0,,,
2457,14.5,0.7907,0.05,11,20.0,,,
2458,-0.5,0.9222,0.05,1,0.0,,,
2459,-0.5,0.889,0.05,1,0.0,,,
2460,4.5,0.7878,0.05,9,9.0,,,
2461,-1.5,0.8129,0.05,3,0.0,,,
2462,0.0,0.6844,0.05,0,0.0,,,
2463,-0.5,0.839,0.05,1,0.0,,,
2464,0.5,0.6948,0.05,1,1.0,,,
2465,0.0,0.7784,0.05,0,0.0,,,
2466,3.5,0.8286,0.05,3,5.0,,,
2467,-1.0,0.7131,0.05,2,0.0,,,
2468,1.0,0.8196,0.05,4,3.0,,,
2469,-1.0,0.64,0.05,2,0.0,,,
2470,0.0,0.6725,0.05,0,0.0,,,
2471,2.0,1.1389,0.05,4,4.0,,,
2472,-0.5,0.7504,0.05,1,0.0,,,
2473,2.5,1.0388,0.05,5,5.0,,,
2474,-0.5,0.6298,0.05,1,0.0,,,
2475,21.0,0.92,0.05,6,24.0,,,
2476,-0.5,0.879,0.05,1,0.0,,,
2477,0.5,0.8889,0.05,7,4.0,,,
2478,0.0,0.9965,0.05,2,1.0,,,
2479,12.5,0.8669,0.05,9,17.0,,,
2480,-0.5,1.0325,0.05,1,0.0,,,
2481,-1.0,0.7755,0.05,4,1.0,,,
2482,0.0,0.763,0.05,6,3.0,,,
2483,6.0,0.8364,0.05,6,9.0,,,
2484,-1.5,0.7623,0.05,5,1.0,,,
2485,32.5,0.9419,0.05,7,36.0,,,
2486,-0.5,0.8919,0.05,1,0.0,,,
2487,16.0,0.8349,0.05,8,20.0,,,
2488,22.5,0.8423,0.05,15,30.0,,,
2489,-1.0,0.7366,0.05,4,1.0,,,
2490,0.0,1.0241,0.05,0,0.0,,,
2491,10.5,0.8879,0.05,11,16.0,,,
2492,-0.5,0.6291,0.05,1,0.0,,,
2493,13.0,0.8836,0.05,8,17.0,,,
2494,4.5,0.9735,0.05,1,5.0,,,
2495,9.5,0.9381,0.05,5,12.0,,,
2496,10.0,0.8088,0.05,2,11.0,,,
2497,15.0,0.8104,0.05,10,20.0,,,
2498,13.5,0.8614,0.05,13,20.0,,,
2499,3.5,0.9168,0.05,3,5.0,,,
2500,17.0,0.6539,0.05,6,20.0,0.9547,8.562,0.6871
2501,24.5,0.8408,0.05,9,29.0,,,
2502,-1.0,0.9866,0.05,2,0.0,,,
2503,-0.5,0.8729,0.05,1,0.0,,,
2504,4.0,1.1014,0.05,4,6.0,,,
2505,10.5,0.7511,0.05,15,18.0,,,
2506,-0.5,1.0751,0.05,1,0.0,,,
2507,10.5,0.8235,0.05,7,14.0,,,
2508,0.5,0.7224,0.05,3,2.0,,,
2509,26.5,0.8572,0.05,9,31.0,,,
2510,-1.5,0.7876,0.05,3,0.0,,,
2511,0.0,0.8423,0.05,0,0.0,,,
2512,0.0,0.9112,0.05,0,0.0,,,
2513,0.5,0.8299,0.05,9,5.0,,,
2514,28.0,0.673,0.05,8,32.0,,,
2515,6.5,0.7884,0.05,3,8.0,,,
2516,0.5,0.9039,0.05,5,3.0,,,
2517,0.0,0.9868,0.05,0,0.0,,,
2518,61.0,0.7418,0.05,14,68.0,,,
2519,0.0,0.6745,0.05,0,0.0,,,
2520,10.5,0.5399,0.05,3,12.0,,,
2521,-0.5,0.7408,0.05,1,0.0,,,
2522,8.0,0.7673,0.05,8,12.0,,,
2523,7.0,0.8265,0.05,6,10.0,,,
2524,-1.0,0.6639,0.05,2,0.0,,,
2525,7.0,0.758,0.05,4,9.0,,,
2526,37.5,0.7959,0.05,11,43.0,,,
2527,-0.5,0.7634,0.05,1,0.0,,,
2528,-1.0,0.6956,0.05,4,1.0,,,
2529,-0.5,0.9052,0.05,1,0.0,,,
2530,-1.0,0.824,0.05,2,0.0,,,
2531,81.0,1.0031,0.05,16,89.0,,,
2532,0.0,0.8574,0.05,0,0.0,,,
2533,-1.0,1.1091,0.05,2,0.0,,,
2534,15.5,0.8607,0.05,11,21.0,,,
2535,-0.5,0.8921,0.05,1,0.0,,,
2536,-0.5,0.8444,0.05,1,0.0,,,
2537,3.5,0.5909,0.05,3,5.0,,,
2538,85.5,0.9829,0.05,15,93.0,,,
2539,0.0,0.9633,0.05,0,0.0,,,
2540,-1.0,0.534,0.05,2,0.0,,,
2541,23.0,0.9882,0.05,8,27.0,,,
2542,17.5,0.7501,0.05,7,21.0,,,
2543,-0.5,0.8904,0.05,1,0.0,,,
2544,14.0,0.5689,0.05,4,16.0,,,
2545,12.5,0.8494,0.05,7,16.0,,,
2546,6.5,0.7553,0.05,9,11.0,,,
2547,1.0,0.8814,0.05,2,2.0,,,
2548,-0.5,0.9431,0.05,1,0.0,,,
2549,16.5,0.8104,0.05,9,21.0,,,
2550,9.5,0.7027,0.05,7,13.0,,,
2551,-0.5,0.9229,0.05,5,2.0,,,
2552,0.5,0.8001,0.05,3,2.0,,,
2553,27.5,0.897,0.05,7,31.0,,,
2554,3.0,0.9329,0.05,2,4.0,,,
2555,-1.0,0.7921,0.05,2,0.0,,,
2556,-1.0,0.7325,0.05,4,1.0,,,
2557,-1.0,0.8848,0.05,2,0.0,,,
2558,-1.0,0.7828,0.05,2,0.0,,,
2559,-0.5,0.9476,0.05,1,0.0,,,
2560,20.5,0.8644,0.05,9,25.0,,,
2561,6.0,0.9287,0.05,8,10.0,,,
2562,76.5,0.8526,0.05,15,84.0,,,
2563,32.0,0.6786,0.05,4,34.0,,,
2564,-1.0,0.8612,0.05,4,1.0,,,
2565,3.5,0.9636,0.05,5,6.0,,,
2566,4.0,1.1004,0.05,2,5.0,,,
2567,15.0,0.794,0.05,8,19.0,,,
2568,-0.5,0.8507,0.05,1,0.0,,,
2569,-0.5,0.6659,0.05,1,0.0,,,
2570,-2.0,0.8401,0.05,4,0.0,,,
2571,-3.5,0.8535,0.05,9,1.0,,,
2572,-1.5,0.8097,0.05,3,0.0,,,
2573,7.5,0.7641,0.05,9,12.0,,,
2574,0.5,0.7373,0.05,3,2.0,,,
2575,-1.5,0.8251,0.05,3,0.0,,,
2576,0.0,0.6481,0.05,0,0.0,,,
2577,-1.0,0.8339,0.05,2,0.0,,,
2578,8.5,0.6328,0.05,3,10.0,,,
2579,-0.5,0.592,0.05,1,0.0,,,
2580,0.0,0.8126,0.05,0,0.0,,,
2581,7.0,0.7689,0.05,8,11.0,,,
2582,0.0,0.76,0.05,0,0.0,,,
2583,14.0,0.8395,0.05,12,20.0,,,
2584,0.0,0.8331,0.05,2,1.0,,,
2585,0.0,1.3393,0.05,0,0.0,,,
2586,19.5,0.8352,0.05,3,21.0,,,
2587,5.5,0.9426,0.05,13,12.0,,,
2588,7.0,0.6646,0.05,4,9.0,,,
2589,47.0,0.9197,0.05,16,55.0,,,
2590,12.0,0.7089,0.05,10,17.0,,,
2591,12.0,1.0158,0.05,6,15.0,,,
2592,11.0,1.0013,0.05,6,14.0,,,
2593,45.0,0.9781,0.05,14,52.0,,,
2594,6.5,0.8322,0.05,9,11.0,,,
2595,30.0,0.8125,0.05,6,33.0,,,
2596,-0.5,0.8143,0.05,1,0.0,,,
2597,5.0,0.7523,0.05,4,7.0,,,
2598,-1.5,0.7581,0.05,3,0.0,,,
2599,-1.0,0.8445,0.05,2,0.0,,,
2600,3.5,0.8632,0.05,3,5.0,,,
2601,-0.5,0.8053,0.05,1,0.0,,,
2602,13.5,0.7605,0.05,9,18.0,,,
2603,4.5,0.7877,0.05,9,9.0,,,
2604,3.0,0.8347,0.05,4,5.0,,,
2605,9.0,1.08,0.05,4,11.0,,,
2606,-2.0,1.0672,0.05,4,0.0,,,
2607,-1.0,0.8502,0.05,4,1.0,,,
2608,19.0,0.6994,0.05,8,23.0,,,
2609,7.5,0.735,0.05,1,8.0,,,
2610,-1.5,1.0231,0.05,3,0.0,,,
2611,19.5,0.7379,0.05,7,23.0,,,
2612,0.0,0.8426,0.05,0,0.0,,,
2613,-0.5,0.8324,0.05,1,0.0,,,
2614,7.0,0.8278,0.05,6,10.0,,,
2615,9.5,0.9456,0.05,5,12.0,,,
2616,-0.5,0.8828,0.05,5,2.0,,,
2617,0.0,0.6563,0.05,6,3.0,,,
2618,16.0,0.7985,0.05,4,18.0,,,
2619,0.0,0.8329,0.05,0,0.0,,,
2620,5.5,0.8111,0.05,3,7.0,,,
2621,0.0,0.7697,0.05,0,0.0,,,
2622,1.5,0.8309,0.05,3,3.0,,,
2623,15.5,1.0201,0.05,7,19.0,,,
2624,17.5,0.8651,0.05,7,21.0,,,
2625,20.5,1.0367,0.05,5,23.0,,,
2626,0.0,0.0,0.05,0,0.0,,,
2627,-1.5,0.7901,0.05,5,1.0,,,
2628,59.5,0.8326,0.05,9,64.0,,,
2629,0.0,0.8784,0.05,6,3.0,,,
2630,31.5,1.0278,0.05,13,38.0,,,
2631,20.0,0.9349,0.05,6,23.0,,,
2632,2.0,0.7122,0.05,4,4.0,,,
2633,4.5,0.8793,0.05,9,9.0,,,
2634,-0.5,0.7677,0.05,1,0.0,,,
2635,0.5,0.6522,0.05,1,1.0,,,
2636,3.5,0.5545,0.05,1,4.0,,,
2637,28.0,0.7745,0.05,10,33.0,,,
2638,0.0,0.8727,0.05,0,0.0,,,
2639,78.0,0.7806,0.05,12,84.0,,,
2640,-1.5,0.8857,0.05,3,0.0,,,
2641,-1.0,1.1592,0.05,2,0.0,,,
2642,2.0,0.7924,0.05,4,4.0,,,
2643,52.5,0.812,0.05,13,59.0,,,
2644,-0.5,0.9364,0.05,1,0.0,,,
2645,-1.0,0.8432,0.05,2,0.0,,,
2646,3.0,0.6737,0.05,6,6.0,,,
2647,5.5,1.0528,0.05,3,7.0,,,
2648,-1.0,0.7178,0.05,2,0.0,,,
2649,-2.5,0.8011,0.05,9,2.0,,,
2650,85.5,0.8051,0.05,15,93.0,,,
2651,13.5,0.9564,0.05,9,18.0,,,
2652,84.0,0.7665,0.05,14,91.0,,,
2653,21.5,0.7288,0.05,3,23.0,,,
2654,2.5,0.6214,0.05,3,4.0,,,
2655,15.5,1.1704,0.05,7,19.0,,,
2656,8.5,0.8697,0.05,3,10.0,,,
2657,16.5,0.8724,0.05,9,21.0,,,
2658,0.0,1.2446,0.05,0,0.0,,,
2659,-0.5,0.9393,0.05,1,0.0,,,
2660,11.0,0.9283,0.05,8,15.0,,,
2661,7.0,0.8822,0.05,6,10.0,,,
2662,1.0,0.8577,0.05,8,5.0,,,
2663,0.0,0.8363,0.05,4,2.0,,,
2664,5.0,0.7457,0.05,6,8.0,,,
2665,58.0,0.7515,0.05,10,63.0,,,
2666,-0.5,0.8546,0.05,1,0.0,,,
2667,12.5,0.642,0.05,5,15.0,,,
2668,-0.5,0.7263,0.05,1,0.0,,,
2669,10.0,0.8374,0.05,4,12.0,,,
2670,1.5,0.8981,0.05,9,6.0,,,
2671,0.0,0.8634,0.05,0,0.0,,,
2672,2.0,0.9704,0.05,4,4.0,,,
2673,29.5,0.7985,0.05,9,34.0,,,
2674,21.5,0.9177,0.05,7,25.0,,,
2675,13.0,0.8564,0.05,10,18.0,,,
2676,13.0,0.9856,0.05,6,16.0,,,
2677,2.0,0.6813,0.05,2,3.0,,,
2678,-1.0,0.719,0.05,2,0.0,,,
2679,16.0,0.8979,0.05,10,21.0,,,
2680,6.0,0.7097,0.05,8,10.0,,,
2681,1.0,0.7224,0.05,4,3.0,,,
2682,9.0,0.8798,0.05,6,12.0,,,
2683,0.0,0.7084,0.05,4,2.0,,,
2684,2.0,0.9084,0.05,4,4.0,,,
2685,0.0,0.7156,0.05,0,0.0,,,
2686,-0.5,0.8767,0.05,1,0.0,,,
2687,13.0,0.7849,0.05,10,18.0,,,
2688,16.5,0.9646,0.05,9,21.0,,,
2689,16.5,0.783,0.05,11,22.0,,,
2690,-1.0,0.685,0.05,4,1.0,,,
2691,-1.0,0.9478,0.05,2,0.0,,,
2692,-2.0,1.0763,0.05,4,0.0,,,
2693,5.5,0.7992,0.05,3,7.0,,,
2694,-1.5,0.7747,0.05,3,0.0,,,
2695,-2.0,0.6847,0.05,4,0.0,,,
2696,0.0,0.8768,0.05,2,1.0,,,
2697,16.5,0.7628,0.05,5,19.0,,,
2698,-0.5,0.799,0.05,3,1.0,,,
2699,-4.0,0.898,0.05,8,0.0,,,
2700,-0.5,0.8114,0.05,1,0.0,,,
2701,-0.5,0.7442,0.05,1,0.0,,,
2702,-0.5,0.6315,0.05,5,2.0,,,
2703,2.0,0.8205,0.05,4,4.0,,,
2704,0.0,0.8055,0.05,0,0.0,,,
2705,-1.0,0.8553,0.05,2,0.0,,,
2706,15.5,1.0698,0.05,7,19.0,,,
2707,-0.5,0.7133,0.05,1,0.0,,,
2708,17.5,0.8571,0.05,5,20.0,,,
2709,0.0,1.0091,0.05,0,0.0,,,
2710,0.0,0.7131,0.05,0,0.0,,,
2711,10.5,0.61,0.05,1,11.0,,,
2712,13.5,0.8174,0.05,9,18.0,,,
2713,22.0,0.8783,0.05,6,25.0,,,
2714,6.0,0.8033,0.05,4,8.0,,,
2715,25.5,0.9687,0.05,11,31.0,,,
2716,7.0,0.712,0.05,6,10.0,,,
2717,-0.5,0.7328,0.05,1,0.0,,,
2718,54.5,0.6741,0.05,15,62.0,,,
2719,2.5,0.8512,0.05,7,6.0,,,
2720,20.5,0.75,0.05,5,23.0,,,
2721,5.5,1.0181,0.05,5,8.0,,,
2722,-0.5,0.7978,0.05,1,0.0,,,
2723,24.5,0.8208,0.05,9,29.0,,,
2724,9.0,0.8766,0.05,6,12.0,,,
2725,-1.5,0.8916,0.05,3,0.0,,,
2726,14.5,0.6569,0.05,11,20.0,,,
2727,0.0,1.0063,0.05,0,0.0,,,
2728,-0.5,0.8802,0.05,13,6.0,,,
2729,8.0,0.6387,0.05,8,12.0,,,
2730,20.5,0.8306,0.05,7,24.0,,,
2731,0.5,1.033,0.05,3,2.0,,,
2732,-0.5,0.9844,0.05,5,2.0,,,
2733,-0.5,0.8897,0.05,3,1.0,,,
2734,20.5,0.7127,0.05,7,24.0,,,
2735,0.0,0.6497,0.05,0,0.0,,,
2736,32.5,0.755,0.05,13,39.0,,,
2737,-0.5,1.0757,0.05,1,0.0,,,
2738,3.5,0.9056,0.05,7,7.0,,,
2739,27.5,0.8277,0.05,11,33.0,,,
2740,1.0,0.5501,0.05,2,2.0,,,
2741,4.5,0.8426,0.05,7,8.0,,,
2742,0.0,0.7107,0.05,2,1.0,,,
2743,0.5,0.8255,0.05,1,1.0,,,
2744,0.0,0.5546,0.05,4,2.0,,,
2745,1.5,0.8245,0.05,5,4.0,,,
2746,-1.0,0.9627,0.05,2,0.0,,,
2747,0.0,0.8267,0.05,6,3.0,,,
2748,1.0,0.7509,0.05,4,3.0,,,
2749,8.0,0.9737,0.05,8,12.0,,,
2750,7.0,0.807,0.05,8,11.0,,,
2751,-0.5,0.8677,0.05,1,0.0,,,
2752,1.5,0.7973,0.05,3,3.0,,,
2753,2.5,0.8804,0.05,9,7.0,,,
2754,63.0,0.8918,0.05,14,70.0,,,
2755,11.5,1.0649,0.05,7,15.0,,,
2756,2.0,0.8924,0.05,8,6.0,,,
2757,-1.0,0.7951,0.05,2,0.0,,,
2758,1.0,0.783,0.05,4,3.0,,,
2759,1.0,0.9125,0.05,4,3.0,,,
2760,-1.0,0.7306,0.05,2,0.0,,,
2761,-1.5,0.7683,0.05,9,3.0,,,
2762,30.0,0.6667,0.05,14,37.0,,,
2763,-1.0,0.7913,0.05,2,0.0,,,
2764,-1.5,0.8133,0.05,3,0.0,,,
2765,3.5,0.7101,0.05,3,5.0,,,
2766,6.5,0.8087,0.05,13,13.0,,,
2767,40.0,0.9372,0.05,8,44.0,,,
2768,-0.5,0.9237,0.05,1,0.0,,,
2769,-2.5,0.8217,0.05,5,0.0,,,
2770,13.5,0.6288,0.05,3,15.0,,,
2771,60.5,0.8079,0.05,11,66.0,,,
2772,0.0,0.9486,0.05,0,0.0,,,
2773,-0.5,0.6825,0.05,1,0.0,,,
2774,0.0,0.7949,0.05,0,0.0,,,
2775,40.0,0.8691,0.05,12,46.0,,,
2776,0.0,0.8841,0.05,2,1.0,,,
2777,6.5,0.8477,0.05,5,9.0,,,
2778,0.0,0.8515,0.05,0,0.0,,,
2779,-0.5,0.8156,0.05,1,0.0,,,
2780,-2.0,0.8195,0.05,4,0.0,,,
2781,31.0,0.8971,0.05,4,33.0,,,
2782,-0.5,0.8786,0.05,3,1.0,,,
2783,3.0,0.7505,0.05,4,5.0,,,
2784,15.5,0.7747,0.05,13,22.0,,,
2785,3.0,0.7012,0.05,4,5.0,,,
2786,29.0,0.8554,0.05,12,35.0,,,
2787,0.0,0.8728,0.05,0,0.0,,,
2788,3.5,0.8508,0.05,5,6.0,,,
2789,4.5,0.7562,0.05,9,9.0,,,
2790,61.5,0.7548,0.05,13,68.0,,,
